Año	Residencia CCAA nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Extranjeros
1999	Aragón	07	Asia	407	China	16 a 64	171
1999	Aragón	07	Asia	407	China	65 y más	3
1999	Aragón	07	Asia	409	Filipinas	16 a 64	16
1999	Aragón	07	Asia	409	Filipinas	65 y más	1
1999	Aragón	07	Asia	410	India	0 a 15	2
1999	Aragón	07	Asia	410	India	16 a 64	14
1999	Aragón	07	Asia	410	India	65 y más	3
1999	Aragón	07	Asia	411	Indonesia	16 a 64	1
1999	Aragón	07	Asia	412	Irak	16 a 64	1
1999	Aragón	07	Asia	413	Irán	16 a 64	6
1999	Aragón	07	Asia	414	Israel	16 a 64	5
1999	Aragón	07	Asia	415	Japón	0 a 15	2
1999	Aragón	07	Asia	415	Japón	16 a 64	4
1999	Aragón	07	Asia	416	Jordania	0 a 15	6
1999	Aragón	07	Asia	416	Jordania	16 a 64	21
1999	Aragón	07	Asia	419	Laos	0 a 15	1
1999	Aragón	07	Asia	419	Laos	16 a 64	8
1999	Aragón	07	Asia	420	Líbano	0 a 15	2
1999	Aragón	07	Asia	420	Líbano	16 a 64	21
1999	Aragón	07	Asia	420	Líbano	65 y más	1
1999	Aragón	07	Asia	421	Malasia	16 a 64	3
1999	Aragón	07	Asia	423	Mongolia	16 a 64	1
1999	Aragón	07	Asia	426	Pakistán	0 a 15	5
1999	Aragón	07	Asia	426	Pakistán	16 a 64	51
1999	Aragón	07	Asia	426	Pakistán	65 y más	1
1999	Aragón	07	Asia	430	República de Corea	0 a 15	2
1999	Aragón	07	Asia	430	República de Corea	16 a 64	21
1999	Aragón	07	Asia	430	República de Corea	65 y más	1
1999	Aragón	07	Asia	433	Siria	0 a 15	6
1999	Aragón	07	Asia	433	Siria	16 a 64	20
1999	Aragón	07	Asia	435	Tailandia	16 a 64	5
1999	Aragón	07	Asia	437	Vietnam	16 a 64	2
1999	Aragón	07	Asia	443	Kazajstan	16 a 64	2
1999	Aragón	08	Oceanía	501	Australia	0 a 15	3
1999	Aragón	08	Oceanía	501	Australia	16 a 64	8
1999	Aragón	08	Oceanía	501	Australia	65 y más	1
1999	Aragón	08	Oceanía	504	Nueva Zelanda	16 a 64	2
1999	Aragón	08	Oceanía	511	Micronesia	16 a 64	2
1999	Aragón	08	Oceanía	512	Tuvalu	65 y más	1
1999	Aragón	09	Apátridas y no consta	555	Apátridas	0 a 15	2
1999	Aragón	09	Apátridas y no consta	555	Apátridas	16 a 64	4
1999	Aragón	09	Apátridas y no consta	555	Apátridas	65 y más	1
2000	Aragón	01	UE-15	102	Austria	0 a 15	4
2000	Aragón	01	UE-15	102	Austria	16 a 64	13
2000	Aragón	01	UE-15	102	Austria	65 y más	1
2000	Aragón	01	UE-15	103	Bélgica	0 a 15	6
2000	Aragón	01	UE-15	103	Bélgica	16 a 64	61
2000	Aragón	01	UE-15	103	Bélgica	65 y más	9
2000	Aragón	01	UE-15	107	Dinamarca	0 a 15	1
2000	Aragón	01	UE-15	107	Dinamarca	16 a 64	10
2000	Aragón	01	UE-15	109	Finlandia	16 a 64	3
2000	Aragón	01	UE-15	109	Finlandia	65 y más	2
2000	Aragón	01	UE-15	110	Francia	0 a 15	52
2000	Aragón	01	UE-15	110	Francia	16 a 64	698
2000	Aragón	01	UE-15	110	Francia	65 y más	155
2000	Aragón	01	UE-15	111	Grecia	16 a 64	6
2000	Aragón	01	UE-15	111	Grecia	65 y más	1
2000	Aragón	01	UE-15	113	Irlanda	0 a 15	3
2000	Aragón	01	UE-15	113	Irlanda	16 a 64	34
2000	Aragón	01	UE-15	113	Irlanda	65 y más	1
2000	Aragón	01	UE-15	115	Italia	0 a 15	25
2000	Aragón	01	UE-15	115	Italia	16 a 64	211
2000	Aragón	01	UE-15	115	Italia	65 y más	23
2000	Aragón	01	UE-15	121	Países Bajos	0 a 15	16
2000	Aragón	01	UE-15	121	Países Bajos	16 a 64	83
2000	Aragón	01	UE-15	121	Países Bajos	65 y más	5
2000	Aragón	01	UE-15	123	Portugal	0 a 15	116
2000	Aragón	01	UE-15	123	Portugal	16 a 64	538
2000	Aragón	01	UE-15	123	Portugal	65 y más	22
2000	Aragón	01	UE-15	125	Reino Unido	0 a 15	15
2000	Aragón	01	UE-15	125	Reino Unido	16 a 64	227
2000	Aragón	01	UE-15	125	Reino Unido	65 y más	20
2000	Aragón	01	UE-15	126	Alemania	0 a 15	28
2000	Aragón	01	UE-15	126	Alemania	16 a 64	247
2000	Aragón	01	UE-15	126	Alemania	65 y más	18
2000	Aragón	01	UE-15	131	Suecia	16 a 64	10
2000	Aragón	02	Resto de Europa	101	Albania	0 a 15	1
2000	Aragón	02	Resto de Europa	101	Albania	16 a 64	5
2000	Aragón	02	Resto de Europa	101	Albania	65 y más	2
2000	Aragón	02	Resto de Europa	104	Bulgaria	0 a 15	9
2000	Aragón	02	Resto de Europa	104	Bulgaria	16 a 64	37
2000	Aragón	02	Resto de Europa	104	Bulgaria	65 y más	1
2000	Aragón	02	Resto de Europa	112	Hungría	0 a 15	1
2000	Aragón	02	Resto de Europa	112	Hungría	16 a 64	5
2000	Aragón	02	Resto de Europa	118	Malta	65 y más	1
2000	Aragón	02	Resto de Europa	120	Noruega	0 a 15	4
2000	Aragón	02	Resto de Europa	120	Noruega	16 a 64	8
2000	Aragón	02	Resto de Europa	120	Noruega	65 y más	1
2000	Aragón	02	Resto de Europa	122	Polonia	0 a 15	16
2000	Aragón	02	Resto de Europa	122	Polonia	16 a 64	83
2000	Aragón	02	Resto de Europa	122	Polonia	65 y más	2
2000	Aragón	02	Resto de Europa	124	Andorra	0 a 15	3
2000	Aragón	02	Resto de Europa	124	Andorra	16 a 64	5
2000	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	29
2000	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	197
2000	Aragón	02	Resto de Europa	128	Rumanía	65 y más	2
2000	Aragón	02	Resto de Europa	132	Suiza	0 a 15	18
2000	Aragón	02	Resto de Europa	132	Suiza	16 a 64	50
2000	Aragón	02	Resto de Europa	132	Suiza	65 y más	7
2000	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	5
2000	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	23
2000	Aragón	02	Resto de Europa	135	Ucrania	65 y más	1
2000	Aragón	02	Resto de Europa	137	Moldova	16 a 64	3
2000	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	9
2000	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	11
2000	Aragón	02	Resto de Europa	141	Estonia	0 a 15	1
2000	Aragón	02	Resto de Europa	143	República Checa	0 a 15	4
2000	Aragón	02	Resto de Europa	143	República Checa	16 a 64	10
2000	Aragón	02	Resto de Europa	144	Eslovaquia	0 a 15	1
2000	Aragón	02	Resto de Europa	144	Eslovaquia	16 a 64	1
2000	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	8
2000	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	20
2000	Aragón	02	Resto de Europa	146	Croacia	16 a 64	3
2000	Aragón	02	Resto de Europa	146	Croacia	65 y más	1
2000	Aragón	02	Resto de Europa	147	Eslovenia	16 a 64	1
2000	Aragón	02	Resto de Europa	148	Armenia	0 a 15	2
2000	Aragón	02	Resto de Europa	148	Armenia	16 a 64	2
2000	Aragón	02	Resto de Europa	154	Rusia	0 a 15	7
2000	Aragón	02	Resto de Europa	154	Rusia	16 a 64	38
2000	Aragón	02	Resto de Europa	154	Rusia	65 y más	1
2000	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	6
2000	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	30
2000	Aragón	02	Resto de Europa	155	Yugoslavia	65 y más	2
2000	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	4
2000	Aragón	02	Resto de Europa	436	Turquía	0 a 15	1
2000	Aragón	02	Resto de Europa	436	Turquía	16 a 64	4
2000	Aragón	03	Magreb	203	Argelia	0 a 15	69
2000	Aragón	03	Magreb	203	Argelia	16 a 64	531
2000	Aragón	03	Magreb	203	Argelia	65 y más	11
2000	Aragón	03	Magreb	228	Marruecos	0 a 15	351
2000	Aragón	03	Magreb	228	Marruecos	16 a 64	1704
2000	Aragón	03	Magreb	228	Marruecos	65 y más	25
2000	Aragón	03	Magreb	230	Mauritania	0 a 15	11
2000	Aragón	03	Magreb	230	Mauritania	16 a 64	29
2000	Aragón	03	Magreb	230	Mauritania	65 y más	1
2000	Aragón	03	Magreb	248	Túnez	16 a 64	11
2000	Aragón	04	Resto de África	201	Burkina Fasso	16 a 64	2
2000	Aragón	04	Resto de África	202	Angola	0 a 15	14
2000	Aragón	04	Resto de África	202	Angola	16 a 64	34
2000	Aragón	04	Resto de África	202	Angola	65 y más	1
2000	Aragón	04	Resto de África	204	Benin	16 a 64	2
2000	Aragón	04	Resto de África	206	Burundi	16 a 64	1
2000	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	23
2000	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	210
2000	Aragón	04	Resto de África	207	Cabo Verde	65 y más	4
2000	Aragón	04	Resto de África	208	Camerún	0 a 15	2
2000	Aragón	04	Resto de África	208	Camerún	16 a 64	36
2000	Aragón	04	Resto de África	209	Comores	16 a 64	1
2000	Aragón	04	Resto de África	210	Congo	0 a 15	7
2000	Aragón	04	Resto de África	210	Congo	16 a 64	27
2000	Aragón	04	Resto de África	211	Costa de Marfil	0 a 15	1
2000	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	22
2000	Aragón	04	Resto de África	213	Egipto	0 a 15	1
2000	Aragón	04	Resto de África	213	Egipto	16 a 64	32
2000	Aragón	04	Resto de África	213	Egipto	65 y más	1
2000	Aragón	04	Resto de África	215	Gabón	0 a 15	1
2000	Aragón	04	Resto de África	215	Gabón	16 a 64	1
2000	Aragón	04	Resto de África	216	Gambia	0 a 15	136
2000	Aragón	04	Resto de África	216	Gambia	16 a 64	388
2000	Aragón	04	Resto de África	217	Ghana	0 a 15	10
2000	Aragón	04	Resto de África	217	Ghana	16 a 64	179
2000	Aragón	04	Resto de África	218	Guinea	0 a 15	37
2000	Aragón	04	Resto de África	218	Guinea	16 a 64	137
2000	Aragón	04	Resto de África	218	Guinea	65 y más	6
2000	Aragón	04	Resto de África	219	Guinea Bissau	0 a 15	1
2000	Aragón	04	Resto de África	219	Guinea Bissau	16 a 64	8
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	54
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	160
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	7
2000	Aragón	04	Resto de África	221	Kenia	16 a 64	7
2000	Aragón	04	Resto de África	222	Lesotho	16 a 64	1
2000	Aragón	04	Resto de África	223	Liberia	0 a 15	2
2000	Aragón	04	Resto de África	223	Liberia	16 a 64	75
2000	Aragón	04	Resto de África	227	Mali	0 a 15	10
2000	Aragón	04	Resto de África	227	Mali	16 a 64	78
2000	Aragón	04	Resto de África	229	Mauricio	65 y más	1
2000	Aragón	04	Resto de África	231	Mozambique	16 a 64	1
2000	Aragón	04	Resto de África	232	Namibia	16 a 64	1
2000	Aragón	04	Resto de África	233	Níger	16 a 64	1
2000	Aragón	04	Resto de África	234	Nigeria	0 a 15	8
2000	Aragón	04	Resto de África	234	Nigeria	16 a 64	48
2000	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	2
2000	Aragón	04	Resto de África	236	Sudáfrica	0 a 15	3
2000	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	9
2000	Aragón	04	Resto de África	237	Ruanda	16 a 64	10
2000	Aragón	04	Resto de África	239	Senegal	0 a 15	17
2000	Aragón	04	Resto de África	239	Senegal	16 a 64	268
2000	Aragón	04	Resto de África	239	Senegal	65 y más	1
2000	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	13
2000	Aragón	04	Resto de África	242	Somalia	16 a 64	6
2000	Aragón	04	Resto de África	246	Chad	16 a 64	2
2000	Aragón	04	Resto de África	247	Togo	16 a 64	5
2000	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	3
2000	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	29
2000	Aragón	05	América del Norte	301	Canadá	16 a 64	17
2000	Aragón	05	América del Norte	301	Canadá	65 y más	1
2000	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	56
2000	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	271
2000	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	26
2000	Aragón	06	Resto de América	303	México	0 a 15	14
2000	Aragón	06	Resto de América	303	México	16 a 64	82
2000	Aragón	06	Resto de América	303	México	65 y más	1
2000	Aragón	06	Resto de América	313	Belice	16 a 64	1
2000	Aragón	06	Resto de América	314	Costa Rica	0 a 15	1
2000	Aragón	06	Resto de América	314	Costa Rica	16 a 64	8
2000	Aragón	06	Resto de América	315	Cuba	0 a 15	44
2000	Aragón	06	Resto de América	315	Cuba	16 a 64	277
2000	Aragón	06	Resto de América	315	Cuba	65 y más	17
2000	Aragón	06	Resto de América	316	Dominica	0 a 15	5
2000	Aragón	06	Resto de América	316	Dominica	16 a 64	9
2000	Aragón	06	Resto de América	317	El Salvador	0 a 15	2
2000	Aragón	06	Resto de América	317	El Salvador	16 a 64	14
2000	Aragón	06	Resto de América	318	Granada	65 y más	1
2000	Aragón	06	Resto de América	319	Guatemala	0 a 15	3
2000	Aragón	06	Resto de América	319	Guatemala	16 a 64	11
2000	Aragón	06	Resto de América	319	Guatemala	65 y más	2
2000	Aragón	06	Resto de América	320	Haití	16 a 64	2
2000	Aragón	06	Resto de América	321	Honduras	0 a 15	12
2000	Aragón	06	Resto de América	321	Honduras	16 a 64	52
2000	Aragón	06	Resto de América	321	Honduras	65 y más	2
2000	Aragón	06	Resto de América	322	Jamaica	16 a 64	2
2000	Aragón	06	Resto de América	323	Nicaragua	0 a 15	4
2000	Aragón	06	Resto de América	323	Nicaragua	16 a 64	15
2000	Aragón	06	Resto de América	324	Panamá	0 a 15	1
2000	Aragón	06	Resto de América	324	Panamá	16 a 64	12
2000	Aragón	06	Resto de América	326	República Dominicana	0 a 15	87
2000	Aragón	06	Resto de América	326	República Dominicana	16 a 64	401
2000	Aragón	06	Resto de América	326	República Dominicana	65 y más	2
2000	Aragón	06	Resto de América	340	Argentina	0 a 15	25
2000	Aragón	06	Resto de América	340	Argentina	16 a 64	241
2000	Aragón	06	Resto de América	340	Argentina	65 y más	40
2000	Aragón	06	Resto de América	341	Bolivia	0 a 15	7
2000	Aragón	06	Resto de América	341	Bolivia	16 a 64	16
2000	Aragón	06	Resto de América	342	Brasil	0 a 15	17
2000	Aragón	06	Resto de América	342	Brasil	16 a 64	154
2000	Aragón	06	Resto de América	342	Brasil	65 y más	5
2000	Aragón	06	Resto de América	343	Colombia	0 a 15	76
2000	Aragón	06	Resto de América	343	Colombia	16 a 64	278
2000	Aragón	06	Resto de América	343	Colombia	65 y más	6
2000	Aragón	06	Resto de América	344	Chile	0 a 15	4
2000	Aragón	06	Resto de América	344	Chile	16 a 64	84
2000	Aragón	06	Resto de América	344	Chile	65 y más	5
2000	Aragón	06	Resto de América	345	Ecuador	0 a 15	57
2000	Aragón	06	Resto de América	345	Ecuador	16 a 64	226
2000	Aragón	06	Resto de América	347	Paraguay	0 a 15	1
2000	Aragón	06	Resto de América	347	Paraguay	16 a 64	14
2000	Aragón	06	Resto de América	347	Paraguay	65 y más	1
2000	Aragón	06	Resto de América	348	Perú	0 a 15	34
2000	Aragón	06	Resto de América	348	Perú	16 a 64	249
2000	Aragón	06	Resto de América	348	Perú	65 y más	16
2000	Aragón	06	Resto de América	350	Uruguay	0 a 15	4
2000	Aragón	06	Resto de América	350	Uruguay	16 a 64	39
2000	Aragón	06	Resto de América	350	Uruguay	65 y más	3
2000	Aragón	06	Resto de América	351	Venezuela	0 a 15	31
2000	Aragón	06	Resto de América	351	Venezuela	16 a 64	122
2000	Aragón	06	Resto de América	351	Venezuela	65 y más	12
2000	Aragón	07	Asia	401	Afganistán	16 a 64	1
2000	Aragón	07	Asia	402	Arabia Saudí	0 a 15	1
2000	Aragón	07	Asia	404	Bangladesh	0 a 15	3
2000	Aragón	07	Asia	404	Bangladesh	16 a 64	3
2000	Aragón	07	Asia	407	China	0 a 15	46
2000	Aragón	07	Asia	407	China	16 a 64	206
2000	Aragón	07	Asia	407	China	65 y más	4
2000	Aragón	07	Asia	409	Filipinas	16 a 64	17
2000	Aragón	07	Asia	409	Filipinas	65 y más	1
2000	Aragón	07	Asia	410	India	0 a 15	1
2000	Aragón	07	Asia	410	India	16 a 64	16
2000	Aragón	07	Asia	410	India	65 y más	3
2000	Aragón	07	Asia	411	Indonesia	16 a 64	1
2000	Aragón	07	Asia	412	Irak	16 a 64	3
2000	Aragón	07	Asia	413	Irán	16 a 64	7
2000	Aragón	07	Asia	414	Israel	16 a 64	5
2000	Aragón	07	Asia	415	Japón	0 a 15	2
2000	Aragón	07	Asia	415	Japón	16 a 64	5
2000	Aragón	07	Asia	416	Jordania	0 a 15	7
2000	Aragón	07	Asia	416	Jordania	16 a 64	21
2000	Aragón	07	Asia	419	Laos	16 a 64	9
2000	Aragón	07	Asia	420	Líbano	0 a 15	3
2000	Aragón	07	Asia	420	Líbano	16 a 64	23
2000	Aragón	07	Asia	420	Líbano	65 y más	1
2000	Aragón	07	Asia	421	Malasia	16 a 64	2
2000	Aragón	07	Asia	423	Mongolia	16 a 64	1
2000	Aragón	07	Asia	426	Pakistán	0 a 15	6
2000	Aragón	07	Asia	426	Pakistán	16 a 64	64
2000	Aragón	07	Asia	430	República de Corea	0 a 15	2
2000	Aragón	07	Asia	430	República de Corea	16 a 64	25
2000	Aragón	07	Asia	433	Siria	0 a 15	4
2000	Aragón	07	Asia	433	Siria	16 a 64	19
2000	Aragón	07	Asia	433	Siria	65 y más	1
2000	Aragón	07	Asia	434	Sri-Lanka	16 a 64	1
2000	Aragón	07	Asia	435	Tailandia	16 a 64	4
2000	Aragón	07	Asia	437	Vietnam	16 a 64	2
2000	Aragón	07	Asia	443	Kazajstan	16 a 64	2
2000	Aragón	07	Asia	447	Uzbekistán	16 a 64	2
2000	Aragón	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	4
2000	Aragón	07	Asia	499	Países sin relaciones diplomáticas	65 y más	1
2000	Aragón	08	Oceanía	501	Australia	0 a 15	4
2000	Aragón	08	Oceanía	501	Australia	16 a 64	8
2000	Aragón	08	Oceanía	501	Australia	65 y más	1
2000	Aragón	08	Oceanía	504	Nueva Zelanda	16 a 64	2
2000	Aragón	08	Oceanía	511	Micronesia	16 a 64	3
2000	Aragón	08	Oceanía	512	Tuvalu	16 a 64	2
2000	Aragón	08	Oceanía	512	Tuvalu	65 y más	1
2000	Aragón	09	Apátridas y no consta	555	Apátridas	0 a 15	5
2000	Aragón	09	Apátridas y no consta	555	Apátridas	16 a 64	8
2001	Aragón	01	UE-15	102	Austria	0 a 15	4
2001	Aragón	01	UE-15	102	Austria	16 a 64	15
2001	Aragón	01	UE-15	102	Austria	65 y más	2
2001	Aragón	01	UE-15	103	Bélgica	0 a 15	13
2001	Aragón	01	UE-15	103	Bélgica	16 a 64	69
2001	Aragón	01	UE-15	103	Bélgica	65 y más	10
2001	Aragón	01	UE-15	107	Dinamarca	0 a 15	2
2001	Aragón	01	UE-15	107	Dinamarca	16 a 64	12
2001	Aragón	01	UE-15	109	Finlandia	16 a 64	4
2001	Aragón	01	UE-15	110	Francia	0 a 15	62
2001	Aragón	01	UE-15	110	Francia	16 a 64	763
2001	Aragón	01	UE-15	110	Francia	65 y más	165
2001	Aragón	01	UE-15	111	Grecia	0 a 15	1
2001	Aragón	01	UE-15	111	Grecia	16 a 64	5
2001	Aragón	01	UE-15	111	Grecia	65 y más	1
2001	Aragón	01	UE-15	113	Irlanda	0 a 15	3
2001	Aragón	01	UE-15	113	Irlanda	16 a 64	38
2001	Aragón	01	UE-15	113	Irlanda	65 y más	1
2001	Aragón	01	UE-15	115	Italia	0 a 15	35
2001	Aragón	01	UE-15	115	Italia	16 a 64	258
2001	Aragón	01	UE-15	115	Italia	65 y más	26
2001	Aragón	01	UE-15	121	Países Bajos	0 a 15	18
2001	Aragón	01	UE-15	121	Países Bajos	16 a 64	92
2001	Aragón	01	UE-15	121	Países Bajos	65 y más	5
2001	Aragón	01	UE-15	123	Portugal	0 a 15	119
2001	Aragón	01	UE-15	123	Portugal	16 a 64	607
2001	Aragón	01	UE-15	123	Portugal	65 y más	25
2001	Aragón	01	UE-15	125	Reino Unido	0 a 15	18
2001	Aragón	01	UE-15	125	Reino Unido	16 a 64	246
2001	Aragón	01	UE-15	125	Reino Unido	65 y más	20
2001	Aragón	01	UE-15	126	Alemania	0 a 15	28
2001	Aragón	01	UE-15	126	Alemania	16 a 64	275
2001	Aragón	01	UE-15	126	Alemania	65 y más	21
2001	Aragón	01	UE-15	131	Suecia	0 a 15	1
2001	Aragón	01	UE-15	131	Suecia	16 a 64	14
2001	Aragón	01	UE-15	131	Suecia	65 y más	1
2001	Aragón	02	Resto de Europa	101	Albania	0 a 15	5
2001	Aragón	02	Resto de Europa	101	Albania	16 a 64	16
2001	Aragón	02	Resto de Europa	101	Albania	65 y más	1
2001	Aragón	02	Resto de Europa	104	Bulgaria	0 a 15	40
2001	Aragón	02	Resto de Europa	104	Bulgaria	16 a 64	196
2001	Aragón	02	Resto de Europa	104	Bulgaria	65 y más	2
2001	Aragón	02	Resto de Europa	112	Hungría	0 a 15	5
2001	Aragón	02	Resto de Europa	112	Hungría	16 a 64	17
2001	Aragón	02	Resto de Europa	118	Malta	65 y más	1
2001	Aragón	02	Resto de Europa	120	Noruega	0 a 15	6
2001	Aragón	02	Resto de Europa	120	Noruega	16 a 64	8
2001	Aragón	02	Resto de Europa	120	Noruega	65 y más	1
2001	Aragón	02	Resto de Europa	122	Polonia	0 a 15	34
2001	Aragón	02	Resto de Europa	122	Polonia	16 a 64	208
2001	Aragón	02	Resto de Europa	122	Polonia	65 y más	2
2001	Aragón	02	Resto de Europa	124	Andorra	0 a 15	3
2001	Aragón	02	Resto de Europa	124	Andorra	16 a 64	7
2001	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	154
2001	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	2466
2001	Aragón	02	Resto de Europa	128	Rumanía	65 y más	1
2001	Aragón	02	Resto de Europa	129	San Marino	16 a 64	1
2001	Aragón	02	Resto de Europa	132	Suiza	0 a 15	19
2001	Aragón	02	Resto de Europa	132	Suiza	16 a 64	51
2001	Aragón	02	Resto de Europa	132	Suiza	65 y más	8
2001	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	26
2001	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	233
2001	Aragón	02	Resto de Europa	135	Ucrania	65 y más	2
2001	Aragón	02	Resto de Europa	136	Letonia	16 a 64	1
2001	Aragón	02	Resto de Europa	137	Moldova	0 a 15	2
2001	Aragón	02	Resto de Europa	137	Moldova	16 a 64	38
2001	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	10
2001	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	19
2001	Aragón	02	Resto de Europa	139	Georgia	16 a 64	6
2001	Aragón	02	Resto de Europa	141	Estonia	0 a 15	1
2001	Aragón	02	Resto de Europa	141	Estonia	16 a 64	3
2001	Aragón	02	Resto de Europa	142	Lituania	0 a 15	13
2001	Aragón	02	Resto de Europa	142	Lituania	16 a 64	61
2001	Aragón	02	Resto de Europa	143	República Checa	0 a 15	5
2001	Aragón	02	Resto de Europa	143	República Checa	16 a 64	37
2001	Aragón	02	Resto de Europa	144	Eslovaquia	0 a 15	1
2001	Aragón	02	Resto de Europa	144	Eslovaquia	16 a 64	11
2001	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	7
2001	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	21
2001	Aragón	02	Resto de Europa	146	Croacia	16 a 64	6
2001	Aragón	02	Resto de Europa	146	Croacia	65 y más	1
2001	Aragón	02	Resto de Europa	147	Eslovenia	16 a 64	3
