Año	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2011	11	Bajo Cinca / Baix Cinca	8	Leves	1	05	Trabajadores Autónomos
2011	11	Bajo Cinca / Baix Cinca	48	Leves	1	06	Especial Agrario Cuenta Ajena
2011	11	Bajo Cinca / Baix Cinca	3	Leves	1	07	Especial Agrario Cuenta Propia
2011	11	Bajo Cinca / Baix Cinca	5	Leves	1	09	Especial Minería del Carbón
2011	12	Tarazona y el Moncayo	123	Leves	1	01	General
2011	12	Tarazona y el Moncayo	7	Leves	1	05	Trabajadores Autónomos
2011	12	Tarazona y el Moncayo	3	Leves	1	06	Especial Agrario Cuenta Ajena
2011	12	Tarazona y el Moncayo	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	13	Campo de Borja	165	Leves	1	01	General
2011	13	Campo de Borja	5	Leves	1	05	Trabajadores Autónomos
2011	13	Campo de Borja	2	Leves	1	06	Especial Agrario Cuenta Ajena
2011	13	Campo de Borja	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	14	Aranda	51	Leves	1	01	General
2011	15	Ribera Alta del Ebro	581	Leves	1	01	General
2011	15	Ribera Alta del Ebro	7	Leves	1	05	Trabajadores Autónomos
2011	15	Ribera Alta del Ebro	16	Leves	1	06	Especial Agrario Cuenta Ajena
2011	16	Valdejalón	443	Leves	1	01	General
2011	16	Valdejalón	12	Leves	1	05	Trabajadores Autónomos
2011	16	Valdejalón	45	Leves	1	06	Especial Agrario Cuenta Ajena
2011	16	Valdejalón	3	Leves	1	07	Especial Agrario Cuenta Propia
2011	17	D.C. Zaragoza	7203	Leves	1	01	General
2011	17	D.C. Zaragoza	90	Leves	1	05	Trabajadores Autónomos
2011	17	D.C. Zaragoza	28	Leves	1	06	Especial Agrario Cuenta Ajena
2011	18	Ribera Baja del Ebro	106	Leves	1	01	General
2011	18	Ribera Baja del Ebro	2	Leves	1	05	Trabajadores Autónomos
2011	18	Ribera Baja del Ebro	11	Leves	1	06	Especial Agrario Cuenta Ajena
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	86	Leves	1	01	General
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1	05	Trabajadores Autónomos
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	24	Leves	1	06	Especial Agrario Cuenta Ajena
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1	07	Especial Agrario Cuenta Propia
2011	20	Comunidad de Calatayud	257	Leves	1	01	General
2011	20	Comunidad de Calatayud	16	Leves	1	05	Trabajadores Autónomos
2011	20	Comunidad de Calatayud	15	Leves	1	06	Especial Agrario Cuenta Ajena
2011	21	Campo de Cariñena	101	Leves	1	01	General
2011	21	Campo de Cariñena	8	Leves	1	05	Trabajadores Autónomos
2011	21	Campo de Cariñena	7	Leves	1	06	Especial Agrario Cuenta Ajena
2011	22	Campo de Belchite	20	Leves	1	01	General
2011	22	Campo de Belchite	3	Leves	1	05	Trabajadores Autónomos
2011	22	Campo de Belchite	1	Leves	1	06	Especial Agrario Cuenta Ajena
2011	23	Bajo Martín	51	Leves	1	01	General
2011	23	Bajo Martín	1	Leves	1	05	Trabajadores Autónomos
2011	24	Campo de Daroca	45	Leves	1	01	General
2011	24	Campo de Daroca	2	Leves	1	05	Trabajadores Autónomos
2011	24	Campo de Daroca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2011	24	Campo de Daroca	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	25	Jiloca	80	Leves	1	01	General
2011	25	Jiloca	7	Leves	1	05	Trabajadores Autónomos
2011	25	Jiloca	5	Leves	1	07	Especial Agrario Cuenta Propia
2011	26	Cuencas Mineras	125	Leves	1	01	General
2011	26	Cuencas Mineras	4	Leves	1	05	Trabajadores Autónomos
2011	27	Andorra-Sierra de Arcos	101	Leves	1	01	General
2011	27	Andorra-Sierra de Arcos	4	Leves	1	05	Trabajadores Autónomos
2011	27	Andorra-Sierra de Arcos	1	Leves	1	06	Especial Agrario Cuenta Ajena
2011	27	Andorra-Sierra de Arcos	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	27	Andorra-Sierra de Arcos	2	Leves	1	08	Especial Trabajadores del Mar
2011	27	Andorra-Sierra de Arcos	90	Leves	1	09	Especial Minería del Carbón
2011	28	Bajo Aragón	236	Leves	1	01	General
2011	28	Bajo Aragón	6	Leves	1	05	Trabajadores Autónomos
2011	28	Bajo Aragón	10	Leves	1	06	Especial Agrario Cuenta Ajena
2011	28	Bajo Aragón	4	Leves	1	07	Especial Agrario Cuenta Propia
2011	29	Comunidad de Teruel	432	Leves	1	01	General
2011	29	Comunidad de Teruel	17	Leves	1	05	Trabajadores Autónomos
2011	29	Comunidad de Teruel	6	Leves	1	06	Especial Agrario Cuenta Ajena
2011	29	Comunidad de Teruel	3	Leves	1	07	Especial Agrario Cuenta Propia
2011	30	Maestrazgo	17	Leves	1	01	General
2011	30	Maestrazgo	1	Leves	1	05	Trabajadores Autónomos
2011	30	Maestrazgo	2	Leves	1	07	Especial Agrario Cuenta Propia
2011	31	Sierra de Albarracín	20	Leves	1	01	General
2011	31	Sierra de Albarracín	1	Leves	1	05	Trabajadores Autónomos
2011	31	Sierra de Albarracín	3	Leves	1	06	Especial Agrario Cuenta Ajena
2011	31	Sierra de Albarracín	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	32	Gúdar-Javalambre	71	Leves	1	01	General
2011	32	Gúdar-Javalambre	4	Leves	1	05	Trabajadores Autónomos
2011	32	Gúdar-Javalambre	2	Leves	1	06	Especial Agrario Cuenta Ajena
2011	32	Gúdar-Javalambre	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	33	Matarraña / Matarranya	49	Leves	1	01	General
2011	33	Matarraña / Matarranya	3	Leves	1	05	Trabajadores Autónomos
2011	33	Matarraña / Matarranya	8	Leves	1	06	Especial Agrario Cuenta Ajena
2011	33	Matarraña / Matarranya	6	Leves	1	07	Especial Agrario Cuenta Propia
2011	NC	Municipio del centro de trabajo fuera de Aragón	156	Leves	1	01	General
2011	NC	Municipio del centro de trabajo fuera de Aragón	8	Leves	1	06	Especial Agrario Cuenta Ajena
2010	01	La Jacetania	153	Leves	1	01	General
2010	01	La Jacetania	5	Leves	1	05	Trabajadores Autónomos
2010	01	La Jacetania	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	02	Alto Gállego	149	Leves	1	01	General
2010	02	Alto Gállego	2	Leves	1	05	Trabajadores Autónomos
2010	02	Alto Gállego	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	02	Alto Gállego	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	03	Sobrarbe	52	Leves	1	01	General
2010	03	Sobrarbe	2	Leves	1	05	Trabajadores Autónomos
2010	03	Sobrarbe	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	04	La Ribagorza	123	Leves	1	01	General
2010	04	La Ribagorza	3	Leves	1	05	Trabajadores Autónomos
2010	04	La Ribagorza	4	Leves	1	06	Especial Agrario Cuenta Ajena
2010	05	Cinco Villas	350	Leves	1	01	General
2010	05	Cinco Villas	9	Leves	1	05	Trabajadores Autónomos
2010	05	Cinco Villas	13	Leves	1	06	Especial Agrario Cuenta Ajena
2010	05	Cinco Villas	2	Leves	1	07	Especial Agrario Cuenta Propia
2010	06	Hoya de Huesca / Plana de Uesca	707	Leves	1	01	General
2010	06	Hoya de Huesca / Plana de Uesca	11	Leves	1	05	Trabajadores Autónomos
2010	06	Hoya de Huesca / Plana de Uesca	9	Leves	1	06	Especial Agrario Cuenta Ajena
2010	06	Hoya de Huesca / Plana de Uesca	2	Leves	1	07	Especial Agrario Cuenta Propia
2010	07	Somontano de Barbastro	200	Leves	1	01	General
2010	07	Somontano de Barbastro	5	Leves	1	05	Trabajadores Autónomos
2010	07	Somontano de Barbastro	8	Leves	1	06	Especial Agrario Cuenta Ajena
2010	07	Somontano de Barbastro	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	08	Cinca Medio	310	Leves	1	01	General
2010	08	Cinca Medio	8	Leves	1	05	Trabajadores Autónomos
2010	08	Cinca Medio	7	Leves	1	06	Especial Agrario Cuenta Ajena
2010	09	La Litera / La Llitera	203	Leves	1	01	General
2010	09	La Litera / La Llitera	3	Leves	1	05	Trabajadores Autónomos
2010	09	La Litera / La Llitera	5	Leves	1	06	Especial Agrario Cuenta Ajena
2010	10	Los Monegros	117	Leves	1	01	General
2010	10	Los Monegros	1	Leves	1	05	Trabajadores Autónomos
2010	10	Los Monegros	8	Leves	1	06	Especial Agrario Cuenta Ajena
2010	10	Los Monegros	2	Leves	1	07	Especial Agrario Cuenta Propia
2010	11	Bajo Cinca / Baix Cinca	168	Leves	1	01	General
2010	11	Bajo Cinca / Baix Cinca	9	Leves	1	05	Trabajadores Autónomos
2010	11	Bajo Cinca / Baix Cinca	47	Leves	1	06	Especial Agrario Cuenta Ajena
2010	11	Bajo Cinca / Baix Cinca	5	Leves	1	09	Especial Minería del Carbón
2010	12	Tarazona y el Moncayo	162	Leves	1	01	General
2010	12	Tarazona y el Moncayo	4	Leves	1	05	Trabajadores Autónomos
2010	12	Tarazona y el Moncayo	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010	13	Campo de Borja	238	Leves	1	01	General
2010	13	Campo de Borja	8	Leves	1	05	Trabajadores Autónomos
2010	13	Campo de Borja	4	Leves	1	06	Especial Agrario Cuenta Ajena
2010	13	Campo de Borja	2	Leves	1	07	Especial Agrario Cuenta Propia
2010	14	Aranda	55	Leves	1	01	General
2010	14	Aranda	2	Leves	1	05	Trabajadores Autónomos
2010	14	Aranda	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	15	Ribera Alta del Ebro	749	Leves	1	01	General
2010	15	Ribera Alta del Ebro	5	Leves	1	05	Trabajadores Autónomos
2010	15	Ribera Alta del Ebro	5	Leves	1	06	Especial Agrario Cuenta Ajena
2010	16	Valdejalón	433	Leves	1	01	General
2010	16	Valdejalón	12	Leves	1	05	Trabajadores Autónomos
2010	16	Valdejalón	32	Leves	1	06	Especial Agrario Cuenta Ajena
2010	17	D.C. Zaragoza	7984	Leves	1	01	General
2010	17	D.C. Zaragoza	94	Leves	1	05	Trabajadores Autónomos
2010	17	D.C. Zaragoza	39	Leves	1	06	Especial Agrario Cuenta Ajena
2010	17	D.C. Zaragoza	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	18	Ribera Baja del Ebro	97	Leves	1	01	General
2010	18	Ribera Baja del Ebro	3	Leves	1	05	Trabajadores Autónomos
2010	18	Ribera Baja del Ebro	9	Leves	1	06	Especial Agrario Cuenta Ajena
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	97	Leves	1	01	General
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1	05	Trabajadores Autónomos
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	17	Leves	1	06	Especial Agrario Cuenta Ajena
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	20	Comunidad de Calatayud	290	Leves	1	01	General
2010	20	Comunidad de Calatayud	13	Leves	1	05	Trabajadores Autónomos
2010	20	Comunidad de Calatayud	9	Leves	1	06	Especial Agrario Cuenta Ajena
2010	20	Comunidad de Calatayud	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	21	Campo de Cariñena	113	Leves	1	01	General
2010	21	Campo de Cariñena	4	Leves	1	05	Trabajadores Autónomos
2010	21	Campo de Cariñena	9	Leves	1	06	Especial Agrario Cuenta Ajena
2010	21	Campo de Cariñena	2	Leves	1	07	Especial Agrario Cuenta Propia
2010	22	Campo de Belchite	24	Leves	1	01	General
2010	22	Campo de Belchite	1	Leves	1	05	Trabajadores Autónomos
2010	22	Campo de Belchite	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010	23	Bajo Martín	77	Leves	1	01	General
2010	23	Bajo Martín	1	Leves	1	05	Trabajadores Autónomos
2010	23	Bajo Martín	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010	23	Bajo Martín	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	24	Campo de Daroca	48	Leves	1	01	General
2010	24	Campo de Daroca	3	Leves	1	05	Trabajadores Autónomos
2010	24	Campo de Daroca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	24	Campo de Daroca	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	25	Jiloca	98	Leves	1	01	General
2010	25	Jiloca	6	Leves	1	05	Trabajadores Autónomos
2010	25	Jiloca	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010	25	Jiloca	4	Leves	1	07	Especial Agrario Cuenta Propia
2010	26	Cuencas Mineras	141	Leves	1	01	General
2010	26	Cuencas Mineras	5	Leves	1	05	Trabajadores Autónomos
2010	26	Cuencas Mineras	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	27	Andorra-Sierra de Arcos	119	Leves	1	01	General
2010	27	Andorra-Sierra de Arcos	2	Leves	1	05	Trabajadores Autónomos
2010	27	Andorra-Sierra de Arcos	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	27	Andorra-Sierra de Arcos	93	Leves	1	09	Especial Minería del Carbón
2010	28	Bajo Aragón	253	Leves	1	01	General
2010	28	Bajo Aragón	7	Leves	1	05	Trabajadores Autónomos
2010	28	Bajo Aragón	20	Leves	1	06	Especial Agrario Cuenta Ajena
2010	28	Bajo Aragón	2	Leves	1	07	Especial Agrario Cuenta Propia
2010	29	Comunidad de Teruel	512	Leves	1	01	General
2010	29	Comunidad de Teruel	13	Leves	1	05	Trabajadores Autónomos
2010	29	Comunidad de Teruel	13	Leves	1	06	Especial Agrario Cuenta Ajena
2010	29	Comunidad de Teruel	7	Leves	1	07	Especial Agrario Cuenta Propia
2010	30	Maestrazgo	32	Leves	1	01	General
2010	30	Maestrazgo	1	Leves	1	05	Trabajadores Autónomos
2010	30	Maestrazgo	3	Leves	1	06	Especial Agrario Cuenta Ajena
2010	30	Maestrazgo	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	31	Sierra de Albarracín	17	Leves	1	01	General
2010	31	Sierra de Albarracín	2	Leves	1	05	Trabajadores Autónomos
2010	31	Sierra de Albarracín	4	Leves	1	06	Especial Agrario Cuenta Ajena
2010	31	Sierra de Albarracín	1	Leves	1	07	Especial Agrario Cuenta Propia
2010	32	Gúdar-Javalambre	68	Leves	1	01	General
2010	32	Gúdar-Javalambre	4	Leves	1	05	Trabajadores Autónomos
2010	32	Gúdar-Javalambre	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	32	Gúdar-Javalambre	3	Leves	1	07	Especial Agrario Cuenta Propia
2010	33	Matarraña / Matarranya	63	Leves	1	01	General
2010	33	Matarraña / Matarranya	2	Leves	1	05	Trabajadores Autónomos
2010	33	Matarraña / Matarranya	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010	33	Matarraña / Matarranya	4	Leves	1	07	Especial Agrario Cuenta Propia
2010	NC	Municipio del centro de trabajo fuera de Aragón	176	Leves	1	01	General
2010	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1	05	Trabajadores Autónomos
2010	NC	Municipio del centro de trabajo fuera de Aragón	10	Leves	1	06	Especial Agrario Cuenta Ajena
2009	01	La Jacetania	223	Leves	1	01	General
2009	01	La Jacetania	3	Leves	1	05	Trabajadores Autónomos
2009	01	La Jacetania	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009	01	La Jacetania	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	02	Alto Gállego	164	Leves	1	01	General
2009	02	Alto Gállego	2	Leves	1	05	Trabajadores Autónomos
2009	02	Alto Gállego	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009	03	Sobrarbe	41	Leves	1	01	General
2009	03	Sobrarbe	6	Leves	1	05	Trabajadores Autónomos
2009	03	Sobrarbe	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	04	La Ribagorza	159	Leves	1	01	General
2009	04	La Ribagorza	7	Leves	1	05	Trabajadores Autónomos
2009	04	La Ribagorza	3	Leves	1	06	Especial Agrario Cuenta Ajena
2009	04	La Ribagorza	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	05	Cinco Villas	398	Leves	1	01	General
2009	05	Cinco Villas	13	Leves	1	05	Trabajadores Autónomos
2009	05	Cinco Villas	7	Leves	1	06	Especial Agrario Cuenta Ajena
2009	06	Hoya de Huesca / Plana de Uesca	771	Leves	1	01	General
2009	06	Hoya de Huesca / Plana de Uesca	6	Leves	1	05	Trabajadores Autónomos
2009	06	Hoya de Huesca / Plana de Uesca	6	Leves	1	06	Especial Agrario Cuenta Ajena
2009	06	Hoya de Huesca / Plana de Uesca	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	07	Somontano de Barbastro	286	Leves	1	01	General
2009	07	Somontano de Barbastro	9	Leves	1	05	Trabajadores Autónomos
2009	07	Somontano de Barbastro	10	Leves	1	06	Especial Agrario Cuenta Ajena
2009	07	Somontano de Barbastro	2	Leves	1	07	Especial Agrario Cuenta Propia
2009	08	Cinca Medio	301	Leves	1	01	General
2009	08	Cinca Medio	8	Leves	1	05	Trabajadores Autónomos
2009	08	Cinca Medio	5	Leves	1	06	Especial Agrario Cuenta Ajena
2009	09	La Litera / La Llitera	218	Leves	1	01	General
2009	09	La Litera / La Llitera	2	Leves	1	05	Trabajadores Autónomos
2009	09	La Litera / La Llitera	12	Leves	1	06	Especial Agrario Cuenta Ajena
2009	10	Los Monegros	155	Leves	1	01	General
2009	10	Los Monegros	2	Leves	1	05	Trabajadores Autónomos
2009	10	Los Monegros	8	Leves	1	06	Especial Agrario Cuenta Ajena
2009	11	Bajo Cinca / Baix Cinca	207	Leves	1	01	General
2009	11	Bajo Cinca / Baix Cinca	7	Leves	1	05	Trabajadores Autónomos
2009	11	Bajo Cinca / Baix Cinca	38	Leves	1	06	Especial Agrario Cuenta Ajena
2009	11	Bajo Cinca / Baix Cinca	3	Leves	1	09	Especial Minería del Carbón
2009	12	Tarazona y el Moncayo	144	Leves	1	01	General
2009	12	Tarazona y el Moncayo	2	Leves	1	05	Trabajadores Autónomos
2009	12	Tarazona y el Moncayo	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009	12	Tarazona y el Moncayo	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	13	Campo de Borja	214	Leves	1	01	General
2009	13	Campo de Borja	5	Leves	1	05	Trabajadores Autónomos
2009	13	Campo de Borja	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	13	Campo de Borja	4	Leves	1	07	Especial Agrario Cuenta Propia
2009	14	Aranda	50	Leves	1	01	General
2009	14	Aranda	3	Leves	1	05	Trabajadores Autónomos
2009	14	Aranda	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009	15	Ribera Alta del Ebro	611	Leves	1	01	General
2009	15	Ribera Alta del Ebro	5	Leves	1	05	Trabajadores Autónomos
2009	15	Ribera Alta del Ebro	7	Leves	1	06	Especial Agrario Cuenta Ajena
2009	16	Valdejalón	446	Leves	1	01	General
2009	16	Valdejalón	12	Leves	1	05	Trabajadores Autónomos
2009	16	Valdejalón	39	Leves	1	06	Especial Agrario Cuenta Ajena
2009	16	Valdejalón	3	Leves	1	07	Especial Agrario Cuenta Propia
2009	17	D.C. Zaragoza	8478	Leves	1	01	General
2009	17	D.C. Zaragoza	93	Leves	1	05	Trabajadores Autónomos
2009	17	D.C. Zaragoza	35	Leves	1	06	Especial Agrario Cuenta Ajena
2009	17	D.C. Zaragoza	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	18	Ribera Baja del Ebro	105	Leves	1	01	General
2009	18	Ribera Baja del Ebro	2	Leves	1	05	Trabajadores Autónomos
2009	18	Ribera Baja del Ebro	8	Leves	1	06	Especial Agrario Cuenta Ajena
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	118	Leves	1	01	General
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1	05	Trabajadores Autónomos
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20	Leves	1	06	Especial Agrario Cuenta Ajena
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	20	Comunidad de Calatayud	315	Leves	1	01	General
2009	20	Comunidad de Calatayud	19	Leves	1	05	Trabajadores Autónomos
2009	20	Comunidad de Calatayud	7	Leves	1	06	Especial Agrario Cuenta Ajena
2009	21	Campo de Cariñena	163	Leves	1	01	General
2009	21	Campo de Cariñena	12	Leves	1	05	Trabajadores Autónomos
2009	21	Campo de Cariñena	7	Leves	1	06	Especial Agrario Cuenta Ajena
2009	22	Campo de Belchite	29	Leves	1	01	General
2009	22	Campo de Belchite	3	Leves	1	05	Trabajadores Autónomos
2009	22	Campo de Belchite	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	23	Bajo Martín	79	Leves	1	01	General
2009	23	Bajo Martín	2	Leves	1	05	Trabajadores Autónomos
2009	23	Bajo Martín	5	Leves	1	06	Especial Agrario Cuenta Ajena
2009	24	Campo de Daroca	33	Leves	1	01	General
2009	24	Campo de Daroca	2	Leves	1	05	Trabajadores Autónomos
2009	24	Campo de Daroca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	24	Campo de Daroca	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	25	Jiloca	111	Leves	1	01	General
2009	25	Jiloca	9	Leves	1	05	Trabajadores Autónomos
2009	25	Jiloca	2	Leves	1	07	Especial Agrario Cuenta Propia
2009	26	Cuencas Mineras	104	Leves	1	01	General
2009	26	Cuencas Mineras	6	Leves	1	05	Trabajadores Autónomos
2009	26	Cuencas Mineras	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	27	Andorra-Sierra de Arcos	150	Leves	1	01	General
2009	27	Andorra-Sierra de Arcos	2	Leves	1	05	Trabajadores Autónomos
2009	27	Andorra-Sierra de Arcos	96	Leves	1	09	Especial Minería del Carbón
2009	28	Bajo Aragón	304	Leves	1	01	General
2009	28	Bajo Aragón	9	Leves	1	05	Trabajadores Autónomos
2009	28	Bajo Aragón	15	Leves	1	06	Especial Agrario Cuenta Ajena
2009	28	Bajo Aragón	1	Leves	1	07	Especial Agrario Cuenta Propia
2009	29	Comunidad de Teruel	490	Leves	1	01	General
2009	29	Comunidad de Teruel	18	Leves	1	05	Trabajadores Autónomos
2009	29	Comunidad de Teruel	7	Leves	1	06	Especial Agrario Cuenta Ajena
2009	29	Comunidad de Teruel	6	Leves	1	07	Especial Agrario Cuenta Propia
2009	30	Maestrazgo	12	Leves	1	01	General
2009	31	Sierra de Albarracín	21	Leves	1	01	General
2009	31	Sierra de Albarracín	5	Leves	1	05	Trabajadores Autónomos
2009	31	Sierra de Albarracín	4	Leves	1	06	Especial Agrario Cuenta Ajena
2009	32	Gúdar-Javalambre	73	Leves	1	01	General
2009	32	Gúdar-Javalambre	2	Leves	1	05	Trabajadores Autónomos
2009	32	Gúdar-Javalambre	3	Leves	1	06	Especial Agrario Cuenta Ajena
2009	33	Matarraña / Matarranya	52	Leves	1	01	General
2009	33	Matarraña / Matarranya	6	Leves	1	05	Trabajadores Autónomos
2009	33	Matarraña / Matarranya	3	Leves	1	06	Especial Agrario Cuenta Ajena
2009	33	Matarraña / Matarranya	2	Leves	1	07	Especial Agrario Cuenta Propia
2009	NC	Municipio del centro de trabajo fuera de Aragón	143	Leves	1	01	General
2009	NC	Municipio del centro de trabajo fuera de Aragón	8	Leves	1	06	Especial Agrario Cuenta Ajena
2008	01	La Jacetania	259	Leves	1	01	General
2008	01	La Jacetania	8	Leves	1	05	Trabajadores Autónomos
2008	01	La Jacetania	3	Leves	1	06	Especial Agrario Cuenta Ajena
2008	01	La Jacetania	1	Leves	1	07	Especial Agrario Cuenta Propia
2008	02	Alto Gállego	218	Leves	1	01	General
2008	02	Alto Gállego	1	Leves	1	05	Trabajadores Autónomos
2008	02	Alto Gállego	2	Leves	1	06	Especial Agrario Cuenta Ajena
2008	03	Sobrarbe	96	Leves	1	01	General
2008	03	Sobrarbe	1	Leves	1	05	Trabajadores Autónomos
2008	04	La Ribagorza	189	Leves	1	01	General
2008	04	La Ribagorza	4	Leves	1	05	Trabajadores Autónomos
2008	04	La Ribagorza	1	Leves	1	06	Especial Agrario Cuenta Ajena
2008	05	Cinco Villas	560	Leves	1	01	General
2008	05	Cinco Villas	8	Leves	1	05	Trabajadores Autónomos
2008	05	Cinco Villas	12	Leves	1	06	Especial Agrario Cuenta Ajena
2008	05	Cinco Villas	1	Leves	1	07	Especial Agrario Cuenta Propia
2008	06	Hoya de Huesca / Plana de Uesca	1039	Leves	1	01	General
2008	06	Hoya de Huesca / Plana de Uesca	10	Leves	1	05	Trabajadores Autónomos
2008	06	Hoya de Huesca / Plana de Uesca	3	Leves	1	06	Especial Agrario Cuenta Ajena
2008	06	Hoya de Huesca / Plana de Uesca	1	Leves	1	07	Especial Agrario Cuenta Propia
2008	07	Somontano de Barbastro	405	Leves	1	01	General
2008	07	Somontano de Barbastro	6	Leves	1	05	Trabajadores Autónomos
2008	07	Somontano de Barbastro	9	Leves	1	06	Especial Agrario Cuenta Ajena
2008	07	Somontano de Barbastro	1	Leves	1	07	Especial Agrario Cuenta Propia
2008	08	Cinca Medio	468	Leves	1	01	General
2008	08	Cinca Medio	5	Leves	1	05	Trabajadores Autónomos
2008	08	Cinca Medio	5	Leves	1	06	Especial Agrario Cuenta Ajena
2008	09	La Litera / La Llitera	355	Leves	1	01	General
2008	09	La Litera / La Llitera	2	Leves	1	05	Trabajadores Autónomos
2008	09	La Litera / La Llitera	11	Leves	1	06	Especial Agrario Cuenta Ajena
2008	09	La Litera / La Llitera	4	Leves	1	07	Especial Agrario Cuenta Propia
2008	10	Los Monegros	171	Leves	1	01	General
2008	10	Los Monegros	6	Leves	1	05	Trabajadores Autónomos
2008	10	Los Monegros	7	Leves	1	06	Especial Agrario Cuenta Ajena
2008	10	Los Monegros	1	Leves	1	07	Especial Agrario Cuenta Propia
2008	11	Bajo Cinca / Baix Cinca	327	Leves	1	01	General
2008	11	Bajo Cinca / Baix Cinca	9	Leves	1	05	Trabajadores Autónomos
2008	11	Bajo Cinca / Baix Cinca	48	Leves	1	06	Especial Agrario Cuenta Ajena
2008	11	Bajo Cinca / Baix Cinca	8	Leves	1	09	Especial Minería del Carbón
2008	12	Tarazona y el Moncayo	267	Leves	1	01	General
2008	12	Tarazona y el Moncayo	7	Leves	1	05	Trabajadores Autónomos
2008	12	Tarazona y el Moncayo	2	Leves	1	07	Especial Agrario Cuenta Propia
2008	13	Campo de Borja	357	Leves	1	01	General
2008	13	Campo de Borja	9	Leves	1	05	Trabajadores Autónomos
2008	13	Campo de Borja	5	Leves	1	06	Especial Agrario Cuenta Ajena
2008	13	Campo de Borja	2	Leves	1	07	Especial Agrario Cuenta Propia
2008	14	Aranda	58	Leves	1	01	General
2008	14	Aranda	1	Leves	1	05	Trabajadores Autónomos
2008	15	Ribera Alta del Ebro	1065	Leves	1	01	General
2008	15	Ribera Alta del Ebro	10	Leves	1	06	Especial Agrario Cuenta Ajena
2008	15	Ribera Alta del Ebro	1	Leves	1	07	Especial Agrario Cuenta Propia
2008	16	Valdejalón	658	Leves	1	01	General
2008	16	Valdejalón	11	Leves	1	05	Trabajadores Autónomos
2008	16	Valdejalón	24	Leves	1	06	Especial Agrario Cuenta Ajena
2008	16	Valdejalón	4	Leves	1	07	Especial Agrario Cuenta Propia
2008	17	D.C. Zaragoza	12457	Leves	1	01	General
2008	17	D.C. Zaragoza	104	Leves	1	05	Trabajadores Autónomos
2008	17	D.C. Zaragoza	32	Leves	1	06	Especial Agrario Cuenta Ajena
