Año	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Edad (grandes grupos)	Sexo	Personas
2009	22	Huesca	22150	Loporzano	65 y más	Hombre	5
2009	22	Huesca	22150	Loporzano	65 y más	Mujer	5
2009	22	Huesca	22155	Monesma y Cajigar	65 y más	Mujer	1
2009	22	Huesca	22156	Monflorite-Lascasas	16-64	Mujer	1
2009	22	Huesca	22156	Monflorite-Lascasas	65 y más	Hombre	1
2009	22	Huesca	22157	Montanuy	16-64	Hombre	4
2009	22	Huesca	22157	Montanuy	16-64	Mujer	1
2009	22	Huesca	22157	Montanuy	65 y más	Hombre	1
2009	22	Huesca	22157	Montanuy	65 y más	Mujer	5
2009	22	Huesca	22158	Monzón	0-15	Hombre	19
2009	22	Huesca	22158	Monzón	0-15	Mujer	21
2009	22	Huesca	22158	Monzón	16-64	Hombre	50
2009	22	Huesca	22158	Monzón	16-64	Mujer	60
2009	22	Huesca	22158	Monzón	65 y más	Hombre	29
2009	22	Huesca	22158	Monzón	65 y más	Mujer	40
2009	22	Huesca	22160	Naval	16-64	Mujer	9
2009	22	Huesca	22160	Naval	65 y más	Hombre	7
2009	22	Huesca	22160	Naval	65 y más	Mujer	12
2009	22	Huesca	22162	Novales	16-64	Hombre	1
2009	22	Huesca	22162	Novales	16-64	Mujer	4
2009	22	Huesca	22162	Novales	65 y más	Hombre	2
2009	22	Huesca	22163	Nueno	65 y más	Hombre	1
2009	22	Huesca	22163	Nueno	65 y más	Mujer	3
2009	22	Huesca	22164	Olvena	16-64	Hombre	1
2009	22	Huesca	22164	Olvena	65 y más	Hombre	1
2009	22	Huesca	22165	Ontiñena	16-64	Mujer	3
2009	22	Huesca	22165	Ontiñena	65 y más	Hombre	8
2009	22	Huesca	22165	Ontiñena	65 y más	Mujer	8
2009	22	Huesca	22167	Osso de Cinca	16-64	Hombre	3
2009	22	Huesca	22167	Osso de Cinca	65 y más	Hombre	4
2009	22	Huesca	22167	Osso de Cinca	65 y más	Mujer	1
2009	22	Huesca	22168	Palo	16-64	Hombre	3
2009	22	Huesca	22168	Palo	16-64	Mujer	4
2009	22	Huesca	22168	Palo	65 y más	Hombre	2
2009	22	Huesca	22170	Panticosa	0-15	Mujer	1
2009	22	Huesca	22170	Panticosa	16-64	Hombre	3
2009	22	Huesca	22170	Panticosa	16-64	Mujer	6
2009	22	Huesca	22170	Panticosa	65 y más	Hombre	9
2009	22	Huesca	22170	Panticosa	65 y más	Mujer	5
2009	22	Huesca	22172	Peñalba	0-15	Hombre	1
2009	22	Huesca	22172	Peñalba	0-15	Mujer	1
2009	22	Huesca	22172	Peñalba	16-64	Hombre	2
2009	22	Huesca	22172	Peñalba	16-64	Mujer	3
2009	22	Huesca	22172	Peñalba	65 y más	Hombre	5
2009	22	Huesca	22172	Peñalba	65 y más	Mujer	2
2009	22	Huesca	22173	Peñas de Riglos (Las)	0-15	Hombre	3
2009	22	Huesca	22173	Peñas de Riglos (Las)	16-64	Hombre	4
2009	22	Huesca	22173	Peñas de Riglos (Las)	16-64	Mujer	3
2009	22	Huesca	22173	Peñas de Riglos (Las)	65 y más	Hombre	6
2009	22	Huesca	22173	Peñas de Riglos (Las)	65 y más	Mujer	2
2009	22	Huesca	22174	Peralta de Alcofea	0-15	Hombre	3
2009	22	Huesca	22174	Peralta de Alcofea	16-64	Hombre	2
2009	22	Huesca	22174	Peralta de Alcofea	65 y más	Hombre	5
2009	22	Huesca	22174	Peralta de Alcofea	65 y más	Mujer	4
2009	22	Huesca	22175	Peralta de Calasanz	16-64	Mujer	2
2009	22	Huesca	22175	Peralta de Calasanz	65 y más	Hombre	10
2009	22	Huesca	22175	Peralta de Calasanz	65 y más	Mujer	3
2009	22	Huesca	22176	Peraltilla	65 y más	Hombre	2
2009	22	Huesca	22177	Perarrúa	0-15	Hombre	6
2009	22	Huesca	22177	Perarrúa	0-15	Mujer	5
2009	22	Huesca	22177	Perarrúa	16-64	Hombre	10
2009	22	Huesca	22177	Perarrúa	16-64	Mujer	6
2009	22	Huesca	22177	Perarrúa	65 y más	Hombre	5
2009	22	Huesca	22177	Perarrúa	65 y más	Mujer	1
2009	22	Huesca	22178	Pertusa	0-15	Mujer	2
2009	22	Huesca	22178	Pertusa	16-64	Hombre	9
2009	22	Huesca	22178	Pertusa	16-64	Mujer	4
2009	22	Huesca	22178	Pertusa	65 y más	Hombre	4
2009	22	Huesca	22178	Pertusa	65 y más	Mujer	4
2009	22	Huesca	22182	Plan	16-64	Hombre	8
2009	22	Huesca	22182	Plan	16-64	Mujer	1
2009	22	Huesca	22182	Plan	65 y más	Hombre	4
2009	22	Huesca	22182	Plan	65 y más	Mujer	6
2009	22	Huesca	22184	Poleñino	16-64	Hombre	2
2009	22	Huesca	22186	Pozán de Vero	0-15	Mujer	1
2009	22	Huesca	22186	Pozán de Vero	16-64	Hombre	3
2009	22	Huesca	22186	Pozán de Vero	16-64	Mujer	4
2009	22	Huesca	22186	Pozán de Vero	65 y más	Hombre	3
2009	22	Huesca	22186	Pozán de Vero	65 y más	Mujer	4
2009	22	Huesca	22187	Puebla de Castro (La)	0-15	Hombre	1
2009	22	Huesca	22187	Puebla de Castro (La)	0-15	Mujer	2
2009	22	Huesca	22187	Puebla de Castro (La)	16-64	Hombre	3
2009	22	Huesca	22187	Puebla de Castro (La)	16-64	Mujer	9
2009	22	Huesca	22187	Puebla de Castro (La)	65 y más	Hombre	4
2009	22	Huesca	22187	Puebla de Castro (La)	65 y más	Mujer	2
2009	22	Huesca	22188	Puente de Montañana	16-64	Hombre	3
2009	22	Huesca	22188	Puente de Montañana	65 y más	Hombre	2
2009	22	Huesca	22188	Puente de Montañana	65 y más	Mujer	1
2009	22	Huesca	22189	Puértolas	16-64	Mujer	3
2009	22	Huesca	22189	Puértolas	65 y más	Hombre	5
2009	22	Huesca	22189	Puértolas	65 y más	Mujer	6
2009	22	Huesca	22190	Pueyo de Araguás (El)	65 y más	Mujer	1
2009	22	Huesca	22193	Pueyo de Santa Cruz	16-64	Hombre	1
2009	22	Huesca	22195	Quicena	16-64	Hombre	2
2009	22	Huesca	22197	Robres	16-64	Hombre	8
2009	22	Huesca	22197	Robres	16-64	Mujer	5
2009	22	Huesca	22197	Robres	65 y más	Hombre	6
2009	22	Huesca	22197	Robres	65 y más	Mujer	5
2009	22	Huesca	22199	Sabiñánigo	0-15	Hombre	5
2009	22	Huesca	22199	Sabiñánigo	0-15	Mujer	1
2009	22	Huesca	22199	Sabiñánigo	16-64	Hombre	26
2009	22	Huesca	22199	Sabiñánigo	16-64	Mujer	34
2009	22	Huesca	22199	Sabiñánigo	65 y más	Hombre	9
2009	22	Huesca	22199	Sabiñánigo	65 y más	Mujer	13
2009	22	Huesca	22200	Sahún	16-64	Hombre	2
2009	22	Huesca	22200	Sahún	16-64	Mujer	2
2009	22	Huesca	22200	Sahún	65 y más	Hombre	10
2009	22	Huesca	22200	Sahún	65 y más	Mujer	6
2009	22	Huesca	22201	Salas Altas	0-15	Hombre	1
2009	22	Huesca	22201	Salas Altas	0-15	Mujer	1
2009	22	Huesca	22201	Salas Altas	16-64	Hombre	2
2009	22	Huesca	22201	Salas Altas	16-64	Mujer	3
2009	22	Huesca	22201	Salas Altas	65 y más	Hombre	6
2009	22	Huesca	22201	Salas Altas	65 y más	Mujer	6
2009	22	Huesca	22202	Salas Bajas	16-64	Hombre	1
2009	22	Huesca	22202	Salas Bajas	16-64	Mujer	2
2009	22	Huesca	22202	Salas Bajas	65 y más	Hombre	2
2009	22	Huesca	22202	Salas Bajas	65 y más	Mujer	1
2009	22	Huesca	22203	Salillas	16-64	Mujer	3
2009	22	Huesca	22204	Sallent de Gállego	0-15	Hombre	4
2009	22	Huesca	22204	Sallent de Gállego	0-15	Mujer	7
2009	22	Huesca	22204	Sallent de Gállego	16-64	Hombre	17
2009	22	Huesca	22204	Sallent de Gállego	16-64	Mujer	14
2009	22	Huesca	22204	Sallent de Gállego	65 y más	Hombre	3
2009	22	Huesca	22204	Sallent de Gállego	65 y más	Mujer	7
2009	22	Huesca	22205	San Esteban de Litera	16-64	Hombre	4
2009	22	Huesca	22205	San Esteban de Litera	16-64	Mujer	5
2009	22	Huesca	22205	San Esteban de Litera	65 y más	Hombre	3
2009	22	Huesca	22205	San Esteban de Litera	65 y más	Mujer	4
2009	22	Huesca	22206	Sangarrén	16-64	Hombre	1
2009	22	Huesca	22206	Sangarrén	16-64	Mujer	1
2009	22	Huesca	22206	Sangarrén	65 y más	Hombre	1
2009	22	Huesca	22206	Sangarrén	65 y más	Mujer	3
2009	22	Huesca	22207	San Juan de Plan	0-15	Mujer	2
2009	22	Huesca	22207	San Juan de Plan	16-64	Mujer	1
2009	22	Huesca	22207	San Juan de Plan	65 y más	Hombre	2
2009	22	Huesca	22208	Santa Cilia	0-15	Hombre	1
2009	22	Huesca	22208	Santa Cilia	0-15	Mujer	2
2009	22	Huesca	22208	Santa Cilia	16-64	Hombre	3
2009	22	Huesca	22208	Santa Cilia	16-64	Mujer	4
2009	22	Huesca	22208	Santa Cilia	65 y más	Hombre	2
2009	22	Huesca	22209	Santa Cruz de la Serós	16-64	Hombre	1
2009	22	Huesca	22209	Santa Cruz de la Serós	16-64	Mujer	3
2009	22	Huesca	22209	Santa Cruz de la Serós	65 y más	Hombre	3
2009	22	Huesca	22209	Santa Cruz de la Serós	65 y más	Mujer	4
2009	22	Huesca	22212	Santaliestra y San Quílez	16-64	Hombre	5
2009	22	Huesca	22212	Santaliestra y San Quílez	16-64	Mujer	4
2009	22	Huesca	22212	Santaliestra y San Quílez	65 y más	Mujer	3
2009	22	Huesca	22213	Sariñena	0-15	Hombre	2
2009	22	Huesca	22213	Sariñena	0-15	Mujer	4
2009	22	Huesca	22213	Sariñena	16-64	Hombre	19
2009	22	Huesca	22213	Sariñena	16-64	Mujer	16
2009	22	Huesca	22213	Sariñena	65 y más	Hombre	16
2009	22	Huesca	22213	Sariñena	65 y más	Mujer	14
2009	22	Huesca	22215	Seira	16-64	Hombre	2
2009	22	Huesca	22215	Seira	16-64	Mujer	1
2009	22	Huesca	22215	Seira	65 y más	Hombre	4
2009	22	Huesca	22215	Seira	65 y más	Mujer	3
2009	22	Huesca	22217	Sena	16-64	Hombre	1
2009	22	Huesca	22217	Sena	16-64	Mujer	4
2009	22	Huesca	22217	Sena	65 y más	Hombre	1
2009	22	Huesca	22217	Sena	65 y más	Mujer	1
2009	22	Huesca	22218	Senés de Alcubierre	65 y más	Mujer	2
2009	22	Huesca	22220	Sesa	0-15	Hombre	1
2009	22	Huesca	22220	Sesa	16-64	Hombre	2
2009	22	Huesca	22220	Sesa	16-64	Mujer	1
2009	22	Huesca	22220	Sesa	65 y más	Hombre	4
2009	22	Huesca	22220	Sesa	65 y más	Mujer	5
2009	22	Huesca	22221	Sesué	65 y más	Mujer	1
2009	22	Huesca	22222	Siétamo	16-64	Hombre	1
2009	22	Huesca	22222	Siétamo	16-64	Mujer	1
2009	22	Huesca	22222	Siétamo	65 y más	Hombre	2
2009	22	Huesca	22222	Siétamo	65 y más	Mujer	3
2009	22	Huesca	22223	Sopeira	16-64	Hombre	1
2009	22	Huesca	22225	Tamarite de Litera	0-15	Hombre	4
2009	22	Huesca	22225	Tamarite de Litera	0-15	Mujer	4
2009	22	Huesca	22225	Tamarite de Litera	16-64	Hombre	15
2009	22	Huesca	22225	Tamarite de Litera	16-64	Mujer	20
2009	22	Huesca	22225	Tamarite de Litera	65 y más	Hombre	19
2009	22	Huesca	22225	Tamarite de Litera	65 y más	Mujer	9
2009	22	Huesca	22226	Tardienta	16-64	Hombre	5
2009	22	Huesca	22226	Tardienta	16-64	Mujer	6
2009	22	Huesca	22226	Tardienta	65 y más	Hombre	6
2009	22	Huesca	22226	Tardienta	65 y más	Mujer	2
2009	22	Huesca	22227	Tella-Sin	16-64	Hombre	9
2009	22	Huesca	22227	Tella-Sin	16-64	Mujer	5
2009	22	Huesca	22227	Tella-Sin	65 y más	Hombre	5
2009	22	Huesca	22227	Tella-Sin	65 y más	Mujer	7
2009	22	Huesca	22229	Tolva	16-64	Hombre	2
2009	22	Huesca	22229	Tolva	65 y más	Hombre	1
2009	22	Huesca	22229	Tolva	65 y más	Mujer	2
2009	22	Huesca	22230	Torla-Ordesa	0-15	Hombre	1
2009	22	Huesca	22230	Torla-Ordesa	16-64	Hombre	22
2009	22	Huesca	22230	Torla-Ordesa	16-64	Mujer	20
2009	22	Huesca	22230	Torla-Ordesa	65 y más	Hombre	14
2009	22	Huesca	22230	Torla-Ordesa	65 y más	Mujer	16
2009	22	Huesca	22232	Torralba de Aragón	16-64	Mujer	1
2009	22	Huesca	22232	Torralba de Aragón	65 y más	Hombre	3
2009	22	Huesca	22232	Torralba de Aragón	65 y más	Mujer	4
2009	22	Huesca	22234	Torrente de Cinca	0-15	Hombre	1
2009	22	Huesca	22234	Torrente de Cinca	0-15	Mujer	1
2009	22	Huesca	22234	Torrente de Cinca	16-64	Hombre	4
2009	22	Huesca	22234	Torrente de Cinca	16-64	Mujer	4
2009	22	Huesca	22234	Torrente de Cinca	65 y más	Hombre	1
2009	22	Huesca	22234	Torrente de Cinca	65 y más	Mujer	2
2009	22	Huesca	22235	Torres de Alcanadre	65 y más	Mujer	2
2009	22	Huesca	22236	Torres de Barbués	0-15	Mujer	1
2009	22	Huesca	22236	Torres de Barbués	16-64	Mujer	2
2009	22	Huesca	22236	Torres de Barbués	65 y más	Mujer	1
2009	22	Huesca	22242	Valfarta	16-64	Mujer	1
2009	22	Huesca	22242	Valfarta	65 y más	Mujer	1
2009	22	Huesca	22244	Valle de Lierp	16-64	Hombre	2
2009	22	Huesca	22244	Valle de Lierp	16-64	Mujer	3
2009	22	Huesca	22244	Valle de Lierp	65 y más	Mujer	1
2009	22	Huesca	22245	Velilla de Cinca	0-15	Hombre	1
2009	22	Huesca	22245	Velilla de Cinca	16-64	Hombre	2
2009	22	Huesca	22245	Velilla de Cinca	16-64	Mujer	2
2009	22	Huesca	22245	Velilla de Cinca	65 y más	Hombre	3
2009	22	Huesca	22245	Velilla de Cinca	65 y más	Mujer	2
2009	22	Huesca	22246	Beranuy	16-64	Hombre	2
2009	22	Huesca	22246	Beranuy	65 y más	Mujer	2
2009	22	Huesca	22247	Viacamp y Litera	16-64	Mujer	1
2009	22	Huesca	22247	Viacamp y Litera	65 y más	Hombre	2
2009	22	Huesca	22248	Vicién	16-64	Hombre	1
2009	22	Huesca	22248	Vicién	65 y más	Hombre	2
2009	22	Huesca	22248	Vicién	65 y más	Mujer	2
2009	22	Huesca	22249	Villanova	16-64	Hombre	3
2009	22	Huesca	22249	Villanova	16-64	Mujer	1
2009	22	Huesca	22249	Villanova	65 y más	Hombre	1
2009	22	Huesca	22249	Villanova	65 y más	Mujer	4
2009	22	Huesca	22250	Villanúa	0-15	Hombre	1
2009	22	Huesca	22250	Villanúa	16-64	Hombre	4
2009	22	Huesca	22250	Villanúa	16-64	Mujer	4
2009	22	Huesca	22250	Villanúa	65 y más	Hombre	2
2009	22	Huesca	22250	Villanúa	65 y más	Mujer	9
2009	22	Huesca	22251	Villanueva de Sigena	16-64	Hombre	5
2009	22	Huesca	22251	Villanueva de Sigena	16-64	Mujer	31
2009	22	Huesca	22251	Villanueva de Sigena	65 y más	Mujer	2
2009	22	Huesca	22252	Yebra de Basa	65 y más	Hombre	1
2009	22	Huesca	22252	Yebra de Basa	65 y más	Mujer	2
2009	22	Huesca	22253	Yésero	16-64	Hombre	1
2009	22	Huesca	22253	Yésero	65 y más	Hombre	2
2009	22	Huesca	22254	Zaidín	16-64	Hombre	6
2009	22	Huesca	22254	Zaidín	16-64	Mujer	7
2009	22	Huesca	22254	Zaidín	65 y más	Hombre	2
2009	22	Huesca	22254	Zaidín	65 y más	Mujer	1
2009	22	Huesca	22901	Valle de Hecho	0-15	Hombre	10
2009	22	Huesca	22901	Valle de Hecho	0-15	Mujer	7
2009	22	Huesca	22901	Valle de Hecho	16-64	Hombre	24
2009	22	Huesca	22901	Valle de Hecho	16-64	Mujer	30
2009	22	Huesca	22901	Valle de Hecho	65 y más	Hombre	8
2009	22	Huesca	22901	Valle de Hecho	65 y más	Mujer	17
2009	22	Huesca	22902	Puente la Reina de Jaca	16-64	Hombre	1
2009	22	Huesca	22902	Puente la Reina de Jaca	16-64	Mujer	3
2009	22	Huesca	22902	Puente la Reina de Jaca	65 y más	Hombre	2
2009	22	Huesca	22902	Puente la Reina de Jaca	65 y más	Mujer	2
2009	22	Huesca	22903	San Miguel del Cinca	0-15	Hombre	1
2009	22	Huesca	22903	San Miguel del Cinca	16-64	Hombre	3
2009	22	Huesca	22903	San Miguel del Cinca	16-64	Mujer	3
2009	22	Huesca	22903	San Miguel del Cinca	65 y más	Mujer	2
2009	22	Huesca	22904	Sotonera (La)	16-64	Hombre	4
2009	22	Huesca	22904	Sotonera (La)	16-64	Mujer	1
2009	22	Huesca	22904	Sotonera (La)	65 y más	Hombre	11
2009	22	Huesca	22904	Sotonera (La)	65 y más	Mujer	6
2009	22	Huesca	22905	Lupiñén-Ortilla	0-15	Hombre	1
2009	22	Huesca	22905	Lupiñén-Ortilla	0-15	Mujer	2
2009	22	Huesca	22905	Lupiñén-Ortilla	16-64	Mujer	4
2009	22	Huesca	22905	Lupiñén-Ortilla	65 y más	Hombre	5
2009	22	Huesca	22906	Santa María de Dulcis	16-64	Mujer	1
2009	22	Huesca	22906	Santa María de Dulcis	65 y más	Hombre	1
2009	22	Huesca	22906	Santa María de Dulcis	65 y más	Mujer	1
2009	22	Huesca	22907	Aínsa-Sobrarbe	0-15	Hombre	3
2009	22	Huesca	22907	Aínsa-Sobrarbe	0-15	Mujer	1
2009	22	Huesca	22907	Aínsa-Sobrarbe	16-64	Hombre	18
2009	22	Huesca	22907	Aínsa-Sobrarbe	16-64	Mujer	15
2009	22	Huesca	22907	Aínsa-Sobrarbe	65 y más	Hombre	7
2009	22	Huesca	22907	Aínsa-Sobrarbe	65 y más	Mujer	17
2009	22	Huesca	22908	Hoz y Costeán	16-64	Hombre	3
2009	22	Huesca	22908	Hoz y Costeán	16-64	Mujer	4
2009	22	Huesca	22908	Hoz y Costeán	65 y más	Hombre	5
2009	22	Huesca	22908	Hoz y Costeán	65 y más	Mujer	6
2009	22	Huesca	22909	Vencillón	16-64	Hombre	1
2009	22	Huesca	22909	Vencillón	16-64	Mujer	2
2009	44	Teruel	44001	Ababuj	65 y más	Hombre	2
2009	44	Teruel	44002	Abejuela	65 y más	Hombre	1
2009	44	Teruel	44004	Aguaviva	16-64	Hombre	4
2009	44	Teruel	44004	Aguaviva	16-64	Mujer	9
2009	44	Teruel	44004	Aguaviva	65 y más	Hombre	5
2009	44	Teruel	44004	Aguaviva	65 y más	Mujer	2
2009	44	Teruel	44005	Aguilar del Alfambra	16-64	Hombre	1
2009	44	Teruel	44005	Aguilar del Alfambra	65 y más	Hombre	1
2009	44	Teruel	44005	Aguilar del Alfambra	65 y más	Mujer	1
2009	44	Teruel	44006	Alacón	16-64	Hombre	2
2009	44	Teruel	44006	Alacón	65 y más	Mujer	2
2009	44	Teruel	44007	Alba	0-15	Mujer	1
2009	44	Teruel	44007	Alba	16-64	Hombre	1
2009	44	Teruel	44007	Alba	16-64	Mujer	2
2009	44	Teruel	44007	Alba	65 y más	Hombre	2
2009	44	Teruel	44007	Alba	65 y más	Mujer	1
2009	44	Teruel	44008	Albalate del Arzobispo	0-15	Hombre	1
2009	44	Teruel	44008	Albalate del Arzobispo	0-15	Mujer	2
2009	44	Teruel	44008	Albalate del Arzobispo	16-64	Hombre	8
2009	44	Teruel	44008	Albalate del Arzobispo	16-64	Mujer	12
2009	44	Teruel	44008	Albalate del Arzobispo	65 y más	Hombre	13
2009	44	Teruel	44008	Albalate del Arzobispo	65 y más	Mujer	16
2009	44	Teruel	44009	Albarracín	0-15	Mujer	1
2009	44	Teruel	44009	Albarracín	16-64	Hombre	3
2009	44	Teruel	44009	Albarracín	16-64	Mujer	3
2009	44	Teruel	44009	Albarracín	65 y más	Hombre	4
2009	44	Teruel	44009	Albarracín	65 y más	Mujer	3
2009	44	Teruel	44010	Albentosa	0-15	Mujer	1
2009	44	Teruel	44010	Albentosa	16-64	Hombre	5
2009	44	Teruel	44010	Albentosa	16-64	Mujer	3
2009	44	Teruel	44010	Albentosa	65 y más	Hombre	7
2009	44	Teruel	44010	Albentosa	65 y más	Mujer	1
2009	44	Teruel	44011	Alcaine	16-64	Hombre	10
2009	44	Teruel	44011	Alcaine	16-64	Mujer	2
2009	44	Teruel	44011	Alcaine	65 y más	Hombre	3
2009	44	Teruel	44011	Alcaine	65 y más	Mujer	6
2009	44	Teruel	44012	Alcalá de la Selva	16-64	Mujer	1
2009	44	Teruel	44012	Alcalá de la Selva	65 y más	Mujer	3
2009	44	Teruel	44013	Alcañiz	0-15	Hombre	6
2009	44	Teruel	44013	Alcañiz	0-15	Mujer	8
2009	44	Teruel	44013	Alcañiz	16-64	Hombre	53
2009	44	Teruel	44013	Alcañiz	16-64	Mujer	56
2009	44	Teruel	44013	Alcañiz	65 y más	Hombre	31
2009	44	Teruel	44013	Alcañiz	65 y más	Mujer	47
2009	44	Teruel	44014	Alcorisa	0-15	Hombre	2
2009	44	Teruel	44014	Alcorisa	0-15	Mujer	2
2009	44	Teruel	44014	Alcorisa	16-64	Hombre	17
2009	44	Teruel	44014	Alcorisa	16-64	Mujer	26
2009	44	Teruel	44014	Alcorisa	65 y más	Hombre	17
2009	44	Teruel	44014	Alcorisa	65 y más	Mujer	23
2009	44	Teruel	44016	Alfambra	16-64	Hombre	3
2009	44	Teruel	44016	Alfambra	16-64	Mujer	3
2009	44	Teruel	44016	Alfambra	65 y más	Hombre	5
2009	44	Teruel	44016	Alfambra	65 y más	Mujer	4
2009	44	Teruel	44017	Aliaga	0-15	Hombre	1
2009	44	Teruel	44017	Aliaga	16-64	Hombre	4
2009	44	Teruel	44017	Aliaga	16-64	Mujer	8
2009	44	Teruel	44017	Aliaga	65 y más	Hombre	3
2009	44	Teruel	44017	Aliaga	65 y más	Mujer	11
2009	44	Teruel	44018	Almohaja	16-64	Hombre	1
2009	44	Teruel	44018	Almohaja	65 y más	Hombre	2
2009	44	Teruel	44018	Almohaja	65 y más	Mujer	1
2009	44	Teruel	44019	Alobras	0-15	Hombre	1
2009	44	Teruel	44019	Alobras	16-64	Hombre	1
2009	44	Teruel	44019	Alobras	65 y más	Mujer	1
2009	44	Teruel	44021	Allepuz	16-64	Hombre	3
2009	44	Teruel	44021	Allepuz	16-64	Mujer	4
2009	44	Teruel	44021	Allepuz	65 y más	Hombre	2
2009	44	Teruel	44021	Allepuz	65 y más	Mujer	3
2009	44	Teruel	44022	Alloza	0-15	Hombre	1
2009	44	Teruel	44022	Alloza	0-15	Mujer	7
2009	44	Teruel	44022	Alloza	16-64	Hombre	11
2009	44	Teruel	44022	Alloza	16-64	Mujer	14
2009	44	Teruel	44022	Alloza	65 y más	Hombre	7
2009	44	Teruel	44022	Alloza	65 y más	Mujer	4
2009	44	Teruel	44023	Allueva	65 y más	Hombre	1
2009	44	Teruel	44023	Allueva	65 y más	Mujer	1
2009	44	Teruel	44024	Anadón	65 y más	Hombre	2
2009	44	Teruel	44025	Andorra	0-15	Hombre	10
2009	44	Teruel	44025	Andorra	0-15	Mujer	3
2009	44	Teruel	44025	Andorra	16-64	Hombre	41
2009	44	Teruel	44025	Andorra	16-64	Mujer	41
2009	44	Teruel	44025	Andorra	65 y más	Hombre	13
2009	44	Teruel	44025	Andorra	65 y más	Mujer	12
2009	44	Teruel	44026	Arcos de las Salinas	16-64	Hombre	1
2009	44	Teruel	44027	Arens de Lledó	16-64	Hombre	1
2009	44	Teruel	44027	Arens de Lledó	65 y más	Hombre	1
2009	44	Teruel	44027	Arens de Lledó	65 y más	Mujer	3
2009	44	Teruel	44028	Argente	16-64	Hombre	1
2009	44	Teruel	44028	Argente	65 y más	Mujer	1
2009	44	Teruel	44029	Ariño	16-64	Hombre	2
2009	44	Teruel	44029	Ariño	16-64	Mujer	6
2009	44	Teruel	44029	Ariño	65 y más	Hombre	6
2009	44	Teruel	44029	Ariño	65 y más	Mujer	4
2009	44	Teruel	44033	Báguena	16-64	Hombre	6
2009	44	Teruel	44033	Báguena	16-64	Mujer	3
2009	44	Teruel	44033	Báguena	65 y más	Hombre	7
2009	44	Teruel	44033	Báguena	65 y más	Mujer	3
2009	44	Teruel	44034	Bañón	0-15	Hombre	2
2009	44	Teruel	44034	Bañón	16-64	Hombre	1
2009	44	Teruel	44034	Bañón	16-64	Mujer	2
2009	44	Teruel	44035	Barrachina	16-64	Hombre	1
2009	44	Teruel	44035	Barrachina	65 y más	Hombre	1
2009	44	Teruel	44037	Beceite	16-64	Hombre	2
2009	44	Teruel	44037	Beceite	16-64	Mujer	3
2009	44	Teruel	44037	Beceite	65 y más	Hombre	8
2009	44	Teruel	44037	Beceite	65 y más	Mujer	10
2009	44	Teruel	44038	Belmonte de San José	16-64	Hombre	2
2009	44	Teruel	44038	Belmonte de San José	16-64	Mujer	3
2009	44	Teruel	44038	Belmonte de San José	65 y más	Hombre	1
2009	44	Teruel	44039	Bello	0-15	Hombre	1
2009	44	Teruel	44039	Bello	65 y más	Hombre	1
2009	44	Teruel	44039	Bello	65 y más	Mujer	1
2009	44	Teruel	44040	Berge	16-64	Mujer	2
2009	44	Teruel	44040	Berge	65 y más	Hombre	4
2009	44	Teruel	44041	Bezas	0-15	Mujer	1
2009	44	Teruel	44041	Bezas	16-64	Hombre	1
2009	44	Teruel	44041	Bezas	65 y más	Hombre	1
2009	44	Teruel	44042	Blancas	0-15	Hombre	1
2009	44	Teruel	44042	Blancas	0-15	Mujer	2
2009	44	Teruel	44042	Blancas	16-64	Mujer	1
2009	44	Teruel	44042	Blancas	65 y más	Hombre	1
2009	44	Teruel	44042	Blancas	65 y más	Mujer	2
2009	44	Teruel	44043	Blesa	0-15	Hombre	2
2009	44	Teruel	44043	Blesa	16-64	Hombre	4
2009	44	Teruel	44043	Blesa	16-64	Mujer	1
2009	44	Teruel	44043	Blesa	65 y más	Hombre	11
2009	44	Teruel	44043	Blesa	65 y más	Mujer	6
2009	44	Teruel	44044	Bordón	0-15	Hombre	2
2009	44	Teruel	44044	Bordón	0-15	Mujer	2
2009	44	Teruel	44044	Bordón	16-64	Hombre	6
2009	44	Teruel	44044	Bordón	16-64	Mujer	7
2009	44	Teruel	44044	Bordón	65 y más	Hombre	7
2009	44	Teruel	44044	Bordón	65 y más	Mujer	4
2009	44	Teruel	44045	Bronchales	0-15	Hombre	2
2009	44	Teruel	44045	Bronchales	65 y más	Mujer	2
2009	44	Teruel	44046	Bueña	16-64	Hombre	1
2009	44	Teruel	44047	Burbáguena	16-64	Hombre	7
2009	44	Teruel	44047	Burbáguena	16-64	Mujer	1
2009	44	Teruel	44047	Burbáguena	65 y más	Hombre	4
2009	44	Teruel	44047	Burbáguena	65 y más	Mujer	1
2009	44	Teruel	44049	Calaceite	0-15	Hombre	4
2009	44	Teruel	44049	Calaceite	0-15	Mujer	3
2009	44	Teruel	44049	Calaceite	16-64	Hombre	13
2009	44	Teruel	44049	Calaceite	16-64	Mujer	11
2009	44	Teruel	44049	Calaceite	65 y más	Hombre	9
2009	44	Teruel	44049	Calaceite	65 y más	Mujer	6
2009	44	Teruel	44050	Calamocha	0-15	Hombre	4
2009	44	Teruel	44050	Calamocha	0-15	Mujer	3
2009	44	Teruel	44050	Calamocha	16-64	Hombre	16
2009	44	Teruel	44050	Calamocha	16-64	Mujer	18
2009	44	Teruel	44050	Calamocha	65 y más	Hombre	12
2009	44	Teruel	44050	Calamocha	65 y más	Mujer	14
2009	44	Teruel	44051	Calanda	0-15	Hombre	3
