Año	Municipio código	Municipio nombre	Contenedores de envases	Kg recogidos envases	Provincia codigo
2017	50281	Vierlas	2	2755	50
2017	50282	Vilueña (La)	1	1121	50
2017	50283	Villadoz	5	1254	50
2017	50284	Villafeliche	2	2062	50
2017	50285	Villafranca de Ebro	5	0	50
2017	50286	Villalba de Perejil	1	1110	50
2017	50287	Villalengua	2	3766	50
2017	50288	Villanueva de Gállego	26	48334	50
2017	50289	Villanueva de Jiloca	2	871	50
2017	50290	Villanueva de Huerva	6	7506	50
2017	50291	Villar de los Navarros	1	1682	50
2017	50292	Villarreal de Huerva	3	3699	50
2017	50293	Villarroya de la Sierra	3	5357	50
2017	50294	Villarroya del Campo	1	1162	50
2017	50295	Vistabella	3	762	50
2017	50296	Zaida (La)	4	4817	50
2017	50297	Zaragoza	1833	11627042	50
2017	50298	Zuera	49	82430	50
2017	50901	Biel	2	1724	50
2017	50902	Marracos	1	1097	50
2017	50903	Villamayor de Gállego	42	47400	50
2016	22001	Abiego	6	3565	22
2016	22002	Abizanda	3	2043	22
2016	22003	Adahuesca	6	2438	22
2016	22004	Agüero	4	3344	22
2016	22006	Aísa	16	8255	22
2016	22007	Albalate de Cinca	21	19343	22
2016	22008	Albalatillo	6	2670	22
2016	22009	Albelda	13	10879	22
2016	22011	Albero Alto	1	2859	22
2016	22012	Albero Bajo	3	1797	22
2016	22013	Alberuela de Tubo	7	4089	22
2016	22014	Alcalá de Gurrea	6	6295	22
2016	22015	Alcalá del Obispo	5	7886	22
2016	22016	Alcampell	15	10110	22
2016	22017	Alcolea de Cinca	15	18906	22
2016	22018	Alcubierre	9	5196	22
2016	22019	Alerre	3	4819	22
2016	22020	Alfántega	3	2151	22
2016	22021	Almudévar	33	57671	22
2016	22022	Almunia de San Juan	15	11411	22
2016	22023	Almuniente	16	6798	22
2016	22024	Alquézar	9	4185	22
2016	22025	Altorricón	23	21309	22
2016	22027	Angüés	7	9016	22
2016	22028	Ansó	7	9823	22
2016	22029	Antillón	1	3666	22
2016	22032	Aragüés del Puerto	2	2744	22
2016	22035	Arén	12	5589	22
2016	22036	Argavieso	1	2421	22
2016	22037	Arguis	2	2905	22
2016	22039	Ayerbe	14	25734	22
2016	22040	Azanuy-Alins	8	2509	22
2016	22041	Azara	4	2663	22
2016	22042	Azlor	3	1987	22
2016	22043	Baells	3	1538	22
2016	22044	Bailo	7	6641	22
2016	22045	Baldellou	2	1480	22
2016	22046	Ballobar	11	12672	22
2016	22047	Banastás	3	7033	22
2016	22048	Barbastro	174	239831	22
2016	22049	Barbués	3	1133	22
2016	22050	Barbuñales	3	1395	22
2016	22052	Belver de Cinca	14	19840	22
2016	22053	Benabarre	22	19202	22
2016	22054	Benasque	52	35610	22
2016	22055	Berbegal	8	5326	22
2016	22057	Bielsa	14	7020	22
2016	22058	Bierge	14	3438	22
2016	22059	Biescas	56	34289	22
2016	22060	Binaced	21	25326	22
2016	22061	Binéfar	138	136918	22
2016	22062	Bisaurri	6	2999	22
2016	22063	Biscarrués	4	4658	22
2016	22064	Blecua y Torres	2	4612	22
2016	22066	Boltaña	44	14112	22
2016	22067	Bonansa	2	1380	22
2016	22068	Borau	2	2191	22
2016	22069	Broto	20	7653	22
2016	22072	Caldearenas	11	4842	22
2016	22074	Campo	8	7446	22
2016	22075	Camporrells	5	2002	22
2016	22076	Canal de Berdún	9	8463	22
2016	22077	Candasnos	7	4990	22
2016	22078	Canfranc	11	12913	22
2016	22079	Capdesaso	3	2240	22
2016	22080	Capella	10	6151	22
2016	22081	Casbas de Huesca	6	6710	22
2016	22082	Castejón del Puente	4	4791	22
2016	22083	Castejón de Monegros	11	7397	22
2016	22084	Castejón de Sos	18	12608	22
2016	22085	Castelflorite	2	1563	22
2016	22086	Castiello de Jaca	9	5788	22
2016	22087	Castigaleu	1	1602	22
2016	22088	Castillazuelo	4	2550	22
2016	22089	Castillonroy	7	4975	22
2016	22090	Colungo	2	1775	22
2016	22094	Chalamera	2	1679	22
2016	22095	Chía	2	1533	22
2016	22096	Chimillas	6	8255	22
2016	22099	Esplús	13	8979	22
2016	22102	Estada	3	2959	22
2016	22103	Estadilla	24	11541	22
2016	22105	Estopiñán del Castillo	6	2505	22
2016	22106	Fago	1	576	22
2016	22109	Fiscal	16	5193	22
2016	22110	Fonz	22	15864	22
2016	22111	Foradada del Toscar	5	3186	22
2016	22112	Fraga	131	198268	22
2016	22113	Fueva (La)	1	8947	22
2016	22114	Gistaín	3	1985	22
2016	22115	Grado (El)	19	6101	22
2016	22116	Grañén	40	24211	22
2016	22117	Graus	77	57436	22
2016	22119	Gurrea de Gállego	24	35627	22
2016	22122	Hoz de Jaca	4	1568	22
2016	22124	Huerto	6	3100	22
2016	22125	Huesca	456	1204621	22
2016	22126	Ibieca	2	2537	22
2016	22127	Igriés	7	15957	22
2016	22128	Ilche	4	2931	22
2016	22129	Isábena	10	4703	22
2016	22130	Jaca	70	195300	22
2016	22131	Jasa	4	2398	22
2016	22133	Labuerda	4	2402	22
2016	22135	Laluenga	5	3001	22
2016	22136	Lalueza	19	12985	22
2016	22137	Lanaja	28	16514	22
2016	22139	Laperdiguera	2	1353	22
2016	22141	Lascellas-Ponzano	4	1945	22
2016	22142	Lascuarre	2	2334	22
2016	22143	Laspaúles	8	4788	22
2016	22144	Laspuña	6	4172	22
2016	22149	Loarre	7	7725	22
2016	22150	Loporzano	6	12268	22
2016	22151	Loscorrales	1	2444	22
2016	22155	Monesma y Cajigar	1	1482	22
2016	22156	Monflorite-Lascasas	6	7218	22
2016	22157	Montanuy	31	3765	22
2016	22158	Monzón	203	280895	22
2016	22160	Naval	4	3650	22
2016	22162	Novales	2	4220	22
2016	22163	Nueno	12	12729	22
2016	22164	Olvena	2	634	22
2016	22165	Ontiñena	6	8604	22
2016	22167	Osso de Cinca	6	11281	22
2016	22170	Panticosa	37	17571	22
2016	22172	Peñalba	15	9051	22
2016	22173	Peñas de Riglos (Las)	6	6088	22
2016	22174	Peralta de Alcofea	16	8483	22
2016	22175	Peralta de Calasanz	6	3380	22
2016	22176	Peraltilla	3	2832	22
2016	22177	Perarrúa	3	1891	22
2016	22178	Pertusa	1	2859	22
2016	22181	Piracés	1	2467	22
2016	22182	Plan	8	4359	22
2016	22184	Poleñino	5	2826	22
2016	22186	Pozán de Vero	5	3114	22
2016	22187	Puebla de Castro (La)	6	6526	22
2016	22188	Puente de Montañana	5	1823	22
2016	22189	Puértolas	10	2978	22
2016	22193	Pueyo de Santa Cruz	5	5512	22
2016	22195	Quicena	5	6595	22
2016	22197	Robres	13	7632	22
2016	22199	Sabiñánigo	181	221323	22
2016	22200	Sahún	8	5248	22
2016	22201	Salas Altas	4	4411	22
2016	22202	Salas Bajas	3	2367	22
2016	22203	Salillas	1	2329	22
2016	22204	Sallent de Gállego	79	33228	22
2016	22205	San Esteban de Litera	10	7224	22
2016	22206	Sangarrén	6	3061	22
2016	22207	San Juan de Plan	5	2129	22
2016	22208	Santa Cilia	5	4773	22
2016	22209	Santa Cruz de la Serós	4	4289	22
2016	22212	Santaliestra y San Quílez	2	1772	22
2016	22213	Sariñena	87	54999	22
2016	22214	Secastilla	5	2454	22
2016	22215	Seira	7	2505	22
2016	22217	Sena	10	6707	22
2016	22218	Senés de Alcubierre	2	638	22
2016	22220	Sesa	2	4381	22
2016	22221	Sesué	5	2028	22
2016	22222	Siétamo	12	15496	22
2016	22223	Sopeira	5	1687	22
2016	22225	Tamarite de Litera	56	51321	22
2016	22226	Tardienta	25	12828	22
2016	22227	Tella-Sin	7	3582	22
2016	22228	Tierz	7	17110	22
2016	22229	Tolva	5	2334	22
2016	22230	Torla-Ordesa	22	4402	22
2016	22232	Torralba de Aragón	4	1485	22
2016	22233	Torre la Ribera	10	1772	22
2016	22234	Torrente de Cinca	11	17950	22
2016	22235	Torres de Alcanadre	2	1508	22
2016	22236	Torres de Barbués	11	3686	22
2016	22239	Tramaced	1	2537	22
2016	22242	Valfarta	2	938	22
2016	22243	Valle de Bardají	4	630	22
2016	22244	Valle de Lierp	4	920	22
2016	22245	Velilla de Cinca	5	6684	22
2016	22246	Beranuy	4	1568	22
2016	22247	Viacamp y Litera	3	716	22
2016	22248	Vicién	2	2905	22
2016	22249	Villanova	5	2675	22
2016	22250	Villanúa	16	10031	22
2016	22251	Villanueva de Sigena	13	5756	22
2016	22252	Yebra de Basa	4	3274	22
2016	22253	Yésero	2	1337	22
2016	22254	Zaidín	17	28006	22
2016	22901	Valle de Hecho	13	20292	22
2016	22902	Puente la Reina de Jaca	8	6018	22
2016	22903	San Miguel del Cinca	15	14402	22
2016	22904	Sotonera (La)	11	22829	22
2016	22905	Lupiñén-Ortilla	7	8394	22
2016	22906	Santa María de Dulcis	5	3114	22
2016	22907	Aínsa-Sobrarbe	69	31935	22
2016	22908	Hoz y Costeán	3	3241	22
2016	22909	Vencillón	10	5962	22
2016	44001	Ababuj	1	531	44
2016	44002	Abejuela	2	393	44
2016	44003	Aguatón	1	138	44
2016	44004	Aguaviva	10	6697	44
2016	44005	Aguilar del Alfambra	1	480	44
2016	44006	Alacón	10	3600	44
2016	44007	Alba	1	1529	44
2016	44008	Albalate del Arzobispo	29	23780	44
2016	44009	Albarracín	4	7636	44
2016	44010	Albentosa	3	1965	44
2016	44011	Alcaine	1	539	44
2016	44012	Alcalá de la Selva	5	2905	44
2016	44013	Alcañiz	147	250720	44
2016	44014	Alcorisa	36	38558	44
2016	44016	Alfambra	4	4157	44
2016	44017	Aliaga	2	2657	44
2016	44018	Almohaja	1	146	44
2016	44019	Alobras	1	510	44
2016	44020	Alpeñés	1	153	44
2016	44021	Allepuz	1	859	44
2016	44022	Alloza	10	7421	44
2016	44023	Allueva	1	309	44
2016	44024	Anadón	1	182	44
2016	44025	Andorra	90	99095	44
2016	44026	Arcos de las Salinas	2	764	44
2016	44027	Arens de Lledó	3	3847	44
2016	44028	Argente	1	1558	44
2016	44029	Ariño	10	9375	44
2016	44031	Azaila	6	1379	44
2016	44032	Bádenas	2	217	44
2016	44033	Báguena	5	3737	44
2016	44034	Bañón	2	1714	44
2016	44035	Barrachina	2	1520	44
2016	44036	Bea	1	297	44
2016	44037	Beceite	14	10571	44
2016	44038	Belmonte de San José	2	1337	44
2016	44039	Bello	4	2720	44
2016	44040	Berge	3	2811	44
2016	44041	Bezas	1	488	44
2016	44042	Blancas	2	1703	44
2016	44043	Blesa	1	793	44
2016	44044	Bordón	1	852	44
2016	44045	Bronchales	4	3079	44
2016	44046	Bueña	1	628	44
2016	44047	Burbáguena	3	2902	44
2016	44048	Cabra de Mora	2	531	44
2016	44049	Calaceite	13	19647	44
2016	44050	Calamocha	94	50472	44
2016	44051	Calanda	45	44489	44
2016	44052	Calomarde	1	633	44
2016	44053	Camañas	1	910	44
2016	44055	Camarillas	1	721	44
2016	44056	Caminreal	10	7530	44
2016	44059	Cantavieja	5	5394	44
2016	44060	Cañada de Benatanduz	1	298	44
2016	44061	Cañada de Verich (La)	2	1166	44
2016	44062	Cañada Vellida	1	262	44
2016	44063	Cañizar del Olivar	1	750	44
2016	44064	Cascante del Río	1	582	44
2016	44065	Castejón de Tornos	1	686	44
2016	44066	Castel de Cabra	1	888	44
2016	44067	Castelnou	5	1688	44
2016	44068	Castelserás	12	9599	44
2016	44070	Castellar (El)	2	422	44
2016	44071	Castellote	11	5299	44
2016	44074	Cedrillas	5	4506	44
2016	44075	Celadas	2	2897	44
2016	44076	Cella	12	20208	44
2016	44077	Cerollera (La)	4	1211	44
2016	44080	Codoñera (La)	8	4171	44
2016	44082	Corbalán	1	801	44
2016	44084	Cortes de Aragón	1	422	44
2016	44085	Cosa	2	651	44
2016	44086	Cretas	12	10701	44
2016	44087	Crivillén	10	909	44
2016	44088	Cuba (La)	1	269	44
2016	44089	Cubla	1	393	44
2016	44090	Cucalón	2	1188	44
2016	44092	Cuervo (El)	1	633	44
2016	44093	Cuevas de Almudén	1	1019	44
2016	44094	Cuevas Labradas	1	895	44
2016	44096	Ejulve	10	2457	44
2016	44097	Escorihuela	1	1150	44
2016	44099	Escucha	5	6937	44
2016	44100	Estercuel	10	2814	44
2016	44101	Ferreruela de Huerva	4	788	44
2016	44102	Fonfría	1	354	44
2016	44103	Formiche Alto	2	1310	44
2016	44105	Fórnoles	1	1606	44
2016	44106	Fortanete	1	1478	44
2016	44107	Foz-Calanda	4	3074	44
2016	44108	Fresneda (La)	9	8853	44
2016	44109	Frías de Albarracín	1	954	44
2016	44110	Fuenferrada	1	415	44
2016	44111	Fuentes Calientes	1	677	44
2016	44112	Fuentes Claras	9	6033	44
2016	44113	Fuentes de Rubielos	2	881	44
2016	44114	Fuentespalda	5	5323	44
2016	44115	Galve	2	1216	44
2016	44116	Gargallo	10	1266	44
2016	44117	Gea de Albarracín	4	2817	44
2016	44118	Ginebrosa (La)	5	2320	44
2016	44119	Griegos	1	1143	44
2016	44120	Guadalaviar	2	1798	44
2016	44121	Gúdar	2	561	44
2016	44122	Híjar	25	20928	44
2016	44123	Hinojosa de Jarque	2	990	44
2016	44124	Hoz de la Vieja (La)	1	597	44
2016	44125	Huesa del Común	1	531	44
2016	44126	Iglesuela del Cid (La)	2	3145	44
2016	44127	Jabaloyas	4	561	44
2016	44128	Jarque de la Val	1	568	44
2016	44129	Jatiel	3	570	44
2016	44130	Jorcas	1	298	44
2016	44131	Josa	1	262	44
2016	44132	Lagueruela	2	926	44
2016	44133	Lanzuela	1	331	44
2016	44135	Libros	1	903	44
2016	44136	Lidón	1	379	44
2016	44137	Linares de Mora	3	2089	44
2016	44138	Loscos	3	1725	44
2016	44141	Lledó	5	3156	44
2016	44142	Maicas	1	262	44
2016	44143	Manzanera	11	3713	44
2016	44144	Martín del Río	4	3210	44
2016	44145	Mas de las Matas	18	15062	44
2016	44146	Mata de los Olmos (La)	3	2983	44
2016	44147	Mazaleón	6	9973	44
2016	44148	Mezquita de Jarque	1	837	44
2016	44149	Mirambel	1	866	44
2016	44150	Miravete de la Sierra	1	211	44
2016	44151	Molinos	3	1878	44
2016	44152	Monforte de Moyuela	1	754	44
2016	44153	Monreal del Campo	47	29835	44
2016	44154	Monroyo	9	6723	44
2016	44155	Montalbán	7	9660	44
2016	44156	Monteagudo del Castillo	1	379	44
2016	44157	Monterde de Albarracín	1	502	44
2016	44158	Mora de Rubielos	12	11538	44
2016	44159	Moscardón	1	422	44
2016	44160	Mosqueruela	8	4317	44
2016	44161	Muniesa	4	4622	44
2016	44163	Noguera de Albarracín	1	1099	44
2016	44164	Nogueras	2	331	44
2016	44165	Nogueruelas	3	1507	44
2016	44167	Obón	1	349	44
2016	44168	Odón	4	2582	44
2016	44169	Ojos Negros	6	4719	44
2016	44171	Olba	7	1747	44
2016	44172	Oliete	10	5062	44
2016	44173	Olmos (Los)	2	1451	44
2016	44174	Orihuela del Tremedal	5	3895	44
2016	44175	Orrios	1	997	44
2016	44176	Palomar de Arroyos	1	1325	44
2016	44177	Pancrudo	4	815	44
2016	44178	Parras de Castellote (Las)	3	674	44
2016	44179	Peñarroya de Tastavins	9	8909	44
2016	44180	Peracense	3	823	44
2016	44181	Peralejos	1	626	44
2016	44182	Perales del Alfambra	2	1733	44
2016	44183	Pitarque	3	655	44
2016	44184	Plou	1	379	44
2016	44185	Pobo (El)	1	1034	44
2016	44187	Portellada (La)	3	4482	44
2016	44189	Pozondón	1	451	44
2016	44190	Pozuel del Campo	2	846	44
2016	44191	Puebla de Híjar (La)	23	11254	44
2016	44192	Puebla de Valverde (La)	7	3640	44
2016	44193	Puertomingalvo	3	866	44
2016	44194	Ráfales	2	2484	44
2016	44195	Rillo	2	706	44
2016	44196	Riodeva	1	1187	44
2016	44197	Ródenas	1	480	44
2016	44198	Royuela	1	1609	44
2016	44199	Rubiales	1	386	44
2016	44200	Rubielos de la Cérida	1	468	44
2016	44201	Rubielos de Mora	9	4812	44
2016	44203	Salcedillo	1	95	44
2016	44204	Saldón	1	197	44
2016	44205	Samper de Calanda	15	10149	44
2016	44206	San Agustín	3	1026	44
2016	44207	San Martín del Río	3	1988	44
2016	44208	Santa Cruz de Nogueras	2	446	44
2016	44209	Santa Eulalia	7	7869	44
2016	44210	Sarrión	11	8495	44
2016	44211	Segura de los Baños	1	291	44
2016	44212	Seno	3	491	44
2016	44213	Singra	1	914	44
2016	44215	Terriente	2	1296	44
2016	44216	Teruel	137	313720	44
2016	44217	Toril y Masegoso	1	218	44
2016	44218	Tormón	1	248	44
2016	44219	Tornos	3	2685	44
2016	44220	Torralba de los Sisones	3	1794	44
2016	44221	Torrecilla de Alcañiz	10	4651	44
2016	44222	Torrecilla del Rebollar	4	1645	44
2016	44223	Torre de Arcas	1	1513	44
2016	44224	Torre de las Arcas	1	211	44
2016	44225	Torre del Compte	5	2559	44
2016	44226	Torrelacárcel	1	1339	44
2016	44227	Torre los Negros	1	1028	44
2016	44228	Torremocha de Jiloca	1	801	44
2016	44229	Torres de Albarracín	1	1318	44
2016	44230	Torrevelilla	3	2286	44
2016	44231	Torrijas	2	328	44
2016	44232	Torrijo del Campo	5	5588	44
2016	44234	Tramacastiel	2	546	44
2016	44235	Tramacastilla	1	779	44
2016	44236	Tronchón	1	495	44
2016	44237	Urrea de Gaén	7	5799	44
2016	44238	Utrillas	15	22639	44
2016	44239	Valacloche	1	197	44
2016	44240	Valbona	2	1405	44
2016	44241	Valdealgorfa	8	7588	44
2016	44243	Valdecuenca	1	291	44
2016	44244	Valdelinares	1	619	44
2016	44245	Valdeltormo	5	5827	44
2016	44246	Valderrobres	41	43740	44
2016	44247	Valjunquera	10	6686	44
2016	44249	Vallecillo (El)	1	437	44
2016	44250	Veguillas de la Sierra	1	160	44
2016	44251	Villafranca del Campo	5	3417	44
2016	44252	Villahermosa del Campo	2	1177	44
2016	44256	Villanueva del Rebollar de la Sierra	1	371	44
2016	44257	Villar del Cobo	1	1376	44
2016	44258	Villar del Salz	1	846	44
2016	44260	Villarluengo	2	1376	44
2016	44261	Villarquemado	5	6326	44
2016	44262	Villarroya de los Pinares	1	1187	44
2016	44263	Villastar	2	3829	44
2016	44264	Villel	2	2490	44
2016	44265	Vinaceite	8	3114	44
2016	44266	Visiedo	1	968	44
2016	44267	Vivel del Río Martín	1	604	44
2016	44268	Zoma (La)	1	131	44
2016	50001	Abanto	2	1076	50
2016	50002	Acered	3	1906	50
2016	50003	Agón	6	2737	50
2016	50004	Aguarón	7	10815	50
2016	50005	Aguilón	3	3794	50
2016	50006	Ainzón	26	20180	50
2016	50007	Aladrén	1	777	50
2016	50008	Alagón	100	86971	50
2016	50009	Alarba	2	1447	50
2016	50010	Alberite de San Juan	4	1483	50
2016	50011	Albeta	5	2560	50
2016	50012	Alborge	3	1286	50
2016	50013	Alcalá de Ebro	5	3460	50
2016	50014	Alcalá de Moncayo	2	3170	50
2016	50015	Alconchel de Ariza	2	762	50
2016	50016	Aldehuela de Liestos	2	501	50
2016	50017	Alfajarín	38	23842	50
2016	50018	Alfamén	16	21899	50
2016	50019	Alforque	2	680	50
2016	50020	Alhama de Aragón	12	10253	50
2016	50022	Almolda (La)	12	7723	50
2016	50023	Almonacid de la Cuba	3	944	50
2016	50024	Almonacid de la Sierra	9	6647	50
2016	50025	Almunia de Doña Godina (La)	71	69834	50
2016	50026	Alpartir	9	5128	50
2016	50027	Ambel	5	4520	50
2016	50028	Anento	3	922	50
2016	50029	Aniñón	9	7245	50
2016	50030	Añón de Moncayo	4	3511	50
2016	50031	Aranda de Moncayo	3	1645	50
2016	50032	Arándiga	5	3237	50
2016	50033	Ardisa	2	661	50
2016	50034	Ariza	13	11386	50
2016	50035	Artieda	2	1868	50
2016	50036	Asín	2	928	50
2016	50037	Atea	3	984	50
2016	50038	Ateca	21	18736	50
2016	50039	Azuara	9	2244	50
2016	50040	Badules	3	835	50
2016	50041	Bagüés	1	116	50
2016	50042	Balconchán	2	114	50
2016	50043	Bárboles	5	4216	50
2016	50044	Bardallur	5	2564	50
2016	50045	Belchite	20	5783	50
2016	50046	Belmonte de Gracián	3	2009	50
2016	50047	Berdejo	1	505	50
2016	50048	Berrueco	2	325	50
2016	50050	Bijuesca	2	952	50
2016	50051	Biota	17	8945	50
2016	50052	Bisimbre	3	1713	50
2016	50053	Boquiñeni	11	10800	50
2016	50054	Bordalba	1	590	50
2016	50055	Borja	97	87040	50
2016	50056	Botorrita	7	4782	50
2016	50057	Brea de Aragón	21	15122	50
2016	50058	Bubierca	1	724	50
2016	50059	Bujaraloz	22	13128	50
2016	50060	Bulbuente	9	4167	50
2016	50061	Bureta	10	4467	50
2016	50062	Burgo de Ebro (El)	23	24800	50
2016	50063	Buste (El)	2	1125	50
2016	50064	Cabañas de Ebro	9	6535	50
2016	50065	Cabolafuente	1	362	50
2016	50066	Cadrete	58	35587	50
2016	50067	Calatayud	253	336800	50
2016	50068	Calatorao	34	26042	50
2016	50069	Calcena	2	695	50
2016	50070	Calmarza	1	733	50
2016	50071	Campillo de Aragón	2	1342	50
2016	50072	Carenas	3	1637	50
2016	50073	Cariñena	42	50625	50
2016	50074	Caspe	85	118791	50
2016	50075	Castejón de Alarba	2	904	50
2016	50076	Castejón de las Armas	2	962	50
2016	50077	Castejón de Valdejasa	4	2035	50
2016	50078	Castiliscar	5	2500	50
2016	50079	Cervera de la Cañada	4	2961	50
2016	50080	Cerveruela	2	290	50
2016	50081	Cetina	8	6141	50
2016	50082	Cimballa	2	1076	50
2016	50083	Cinco Olivas	3	1201	50
2016	50084	Clarés de Ribota	2	762	50
2016	50085	Codo	3	718	50
2016	50086	Codos	3	1761	50
2016	50087	Contamina	1	343	50
2016	50088	Cosuenda	4	5916	50
2016	50089	Cuarte de Huerva	109	119950	50
2016	50090	Cubel	3	1660	50
2016	50091	Cuerlas (Las)	2	439	50
2016	50092	Chiprana	5	5996	50
2016	50093	Chodes	3	1200	50
2016	50094	Daroca	23	18563	50
2016	50095	Ejea de los Caballeros	195	196475	50
2016	50096	Embid de Ariza	1	447	50
2016	50098	Encinacorba	3	3316	50
2016	50099	Épila	44	41327	50
2016	50100	Erla	6	3312	50
2016	50101	Escatrón	21	11517	50
2016	50102	Fabara	12	14772	50
2016	50104	Farlete	8	5392	50
2016	50105	Fayón	8	4274	50
2016	50106	Fayos (Los)	3	2573	50
2016	50107	Figueruelas	21	15239	50
2016	50108	Fombuena	2	448	50
2016	50109	Frago (El)	2	928	50
2016	50110	Frasno (El)	5	3951	50
2016	50111	Fréscano	7	3619	50
2016	50113	Fuendejalón	16	14707	50
2016	50114	Fuendetodos	2	533	50
2016	50115	Fuentes de Ebro	55	56380	50
2016	50116	Fuentes de Jiloca	3	2085	50
2016	50117	Gallocanta	3	1406	50
2016	50118	Gallur	49	33417	50
2016	50119	Gelsa	14	11549	50
2016	50120	Godojos	1	333	50
2016	50121	Gotor	5	2938	50
2016	50122	Grisel	1	1261	50
2016	50123	Grisén	10	8134	50
2016	50124	Herrera de los Navarros	7	4832	50
2016	50125	Ibdes	6	4332	50
2016	50126	Illueca	35	27614	50
2016	50128	Isuerre	1	312	50
2016	50129	Jaraba	4	3085	50
2016	50130	Jarque de Moncayo	6	4161	50
2016	50131	Jaulín	7	2569	50
2016	50132	Joyosa (La)	14	12920	50
2016	50133	Lagata	2	459	50
2016	50134	Langa del Castillo	3	1204	50
2016	50135	Layana	2	1018	50
2016	50136	Lécera	10	2699	50
2016	50137	Leciñena	24	15889	50
2016	50138	Lechón	2	492	50
2016	50139	Letux	5	1329	50
2016	50140	Litago	4	2965	50
2016	50141	Lituénigo	3	2096	50
2016	50142	Lobera de Onsella	1	375	50
2016	50143	Longares	8	12653	50
2016	50144	Longás	1	321	50
2016	50146	Lucena de Jalón	4	2200	50
2016	50147	Luceni	16	12474	50
2016	50148	Luesia	7	2982	50
2016	50149	Luesma	2	378	50
2016	50150	Lumpiaque	12	8056	50
2016	50151	Luna	13	6749	50
2016	50152	Maella	21	23513	50
2016	50153	Magallón	40	20727	50
2016	50154	Mainar	3	1335	50
2016	50155	Malanquilla	2	1076	50
2016	50156	Maleján	10	4714	50
2016	50157	Malón	8	6118	50
2016	50159	Maluenda	11	9844	50
2016	50160	Mallén	43	58121	50
2016	50161	Manchones	2	1142	50
2016	50162	Mara	3	1733	50
2016	50163	María de Huerva	64	53598	50
2016	50165	Mequinenza	32	34947	50
2016	50166	Mesones de Isuela	4	2560	50
2016	50167	Mezalocha	3	3510	50
2016	50168	Mianos	1	715	50
2016	50169	Miedes de Aragón	5	4560	50
2016	50170	Monegrillo	9	5613	50
2016	50171	Moneva	2	415	50
2016	50172	Monreal de Ariza	3	2114	50
2016	50173	Monterde	3	2647	50
